Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG%,Dist.,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,Md.,-9999,FG,FGA,3PA,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Offensive Archetype,Defensive Role
394.0,Isaiah Livers,27.0,PHO,PF,33.0,0.0,332.0,8.2,0.49,0.639,0.197,6.2,14.1,10.0,8.1,1.8,2.3,15.3,10.0,0.1,0.4,0.4,0.063,-3.3,1.1,-2.2,0.0,,liveris01,0.361,17.9,0.361,0.164,0.148,0.033,0.016,0.639,0.455,0.8,0.111,0.5,0.0,0.308,0.5,1.0,0.033,2.0,0.436,0.353,0.0,0.0,liveris01,0.7,1.8,1.2,0.7,0.455,0.459,0.3,0.4,0.75,0.6,1.2,1.8,0.6,0.4,0.2,0.4,0.8,2.0,Stationary Shooter,Helper
395.0,AJ Johnson,21.0,2TM,SG,38.0,0.0,331.0,4.6,0.402,0.347,0.182,2.9,11.2,7.0,13.4,1.1,0.0,15.0,19.4,-0.8,0.1,-0.7,-0.103,-6.6,-2.6,-9.2,-0.6,,johnsaj01,0.322,12.4,0.653,0.281,0.347,0.017,0.008,0.347,0.38,0.529,0.286,0.0,0.0,0.214,0.4,0.778,0.083,7.0,0.19,0.25,0.0,0.0,johnsaj01,1.0,3.2,1.1,2.1,0.38,0.36,0.5,0.6,0.818,0.2,0.9,1.2,0.9,0.2,0.0,0.6,0.5,2.8,Shot Creator,Low Activity
396.0,Moritz Wagner,28.0,ORL,C,25.0,0.0,324.0,17.9,0.571,0.358,0.419,8.1,22.0,15.0,10.0,2.1,0.3,7.4,24.8,0.5,0.5,1.0,0.146,0.0,-0.5,-0.5,0.1,,wagnemo01,0.439,11.4,0.642,0.25,0.372,0.02,0.0,0.358,0.484,0.595,0.4,0.667,,0.358,0.848,0.947,0.034,5.0,0.264,0.357,0.0,0.0,wagnemo01,2.6,5.9,2.1,3.8,0.484,0.503,2.0,2.5,0.823,1.0,2.6,3.5,0.8,0.6,0.0,0.6,1.8,8.0,Versatile Big,Mobile Big
397.0,Kelly Olynyk,34.0,SAS,C,36.0,0.0,322.0,12.4,0.584,0.483,0.345,7.2,14.0,10.7,16.8,1.9,0.5,18.0,16.0,0.3,0.5,0.7,0.111,-1.9,0.9,-1.0,0.1,,olynyke01,0.494,14.4,0.517,0.299,0.161,0.034,0.023,0.483,0.711,0.885,0.5,0.0,1.0,0.262,0.406,1.0,0.011,1.0,0.214,0.444,0.0,0.0,olynyke01,1.2,2.4,1.2,1.3,0.711,0.557,0.6,0.8,0.667,0.6,1.2,1.8,1.1,0.4,0.1,0.6,1.1,3.3,Stretch Big,Helper
398.0,Taelon Peter,23.0,IND,SG,29.0,0.0,322.0,7.9,0.484,0.892,0.098,1.9,11.5,6.5,13.3,2.4,1.1,14.5,16.3,-0.3,0.3,-0.1,-0.012,-3.9,-0.5,-4.5,-0.2,,peterta01,0.343,23.8,0.108,0.078,0.02,0.0,0.01,0.892,0.636,0.75,0.5,,0.0,0.308,0.857,0.893,0.029,3.0,0.253,0.174,0.0,0.0,peterta01,1.2,3.5,3.1,0.4,0.636,0.48,0.2,0.3,0.5,0.2,1.1,1.3,1.1,0.6,0.1,0.6,0.7,3.6,Off Screen Shooter,Point of Attack
399.0,Nick Smith Jr.,21.0,LAL,SG,25.0,1.0,318.0,9.2,0.53,0.519,0.083,0.8,6.4,3.7,12.6,1.4,0.6,12.1,21.5,-0.2,0.1,0.0,-0.006,-2.8,-2.4,-5.2,-0.3,,smithni01,0.421,18.8,0.481,0.045,0.173,0.211,0.053,0.519,0.453,0.667,0.522,0.357,0.429,0.391,0.241,0.63,0.008,1.0,0.116,0.125,0.0,0.0,smithni01,2.2,5.3,2.8,2.6,0.453,0.523,0.3,0.4,0.636,0.1,0.7,0.8,1.1,0.4,0.1,0.8,1.0,5.8,Shot Creator,Point of Attack
400.0,Leonard Miller,22.0,2TM,SF,31.0,4.0,313.0,14.8,0.621,0.371,0.2,6.7,20.0,13.4,7.8,1.5,1.7,12.3,17.5,0.3,0.3,0.6,0.099,-1.7,0.1,-1.6,0.0,,millele01,0.552,10.8,0.629,0.4,0.229,0.0,0.0,0.371,0.742,0.881,0.5,,,0.231,0.735,1.0,0.133,14.0,0.59,0.304,0.0,0.0,millele01,1.9,3.4,1.3,2.1,0.742,0.595,0.5,0.7,0.81,0.6,1.9,2.5,0.5,0.3,0.2,0.5,0.9,4.6,Stationary Shooter,Helper
401.0,Christian Koloko,25.0,3TM,C,22.0,4.0,311.0,9.2,0.459,0.082,0.164,9.6,15.1,12.3,5.7,2.0,6.2,15.5,10.3,-0.1,0.4,0.3,0.054,-5.3,1.5,-3.8,-0.1,,kolokch01,0.426,6.7,0.918,0.443,0.311,0.131,0.033,0.082,0.446,0.63,0.263,0.375,0.0,0.2,0.8,1.0,0.295,14.0,0.4,0.0,0.0,0.0,kolokch01,1.2,2.8,0.2,2.5,0.446,0.434,0.3,0.5,0.7,1.3,2.0,3.2,0.6,0.6,1.0,0.5,1.9,2.7,Athletic Finisher,Mobile Big
402.0,Marcus Sasser,25.0,DET,PG,25.0,5.0,301.0,14.9,0.592,0.619,0.124,1.9,8.0,5.0,21.3,3.0,0.7,13.1,18.8,0.4,0.5,0.9,0.145,0.3,1.1,1.4,0.3,,sassema01,0.434,18.8,0.381,0.124,0.124,0.071,0.062,0.619,0.442,0.643,0.429,0.25,0.286,0.429,0.474,0.8,0.0,0.0,0.229,0.625,0.0,0.0,sassema01,2.0,4.5,2.8,1.7,0.442,0.566,0.5,0.6,0.929,0.2,0.9,1.1,1.9,0.8,0.1,0.7,0.9,5.6,Secondary Ball Handler,Low Activity
403.0,Blake Wesley,22.0,POR,SG,22.0,0.0,293.0,11.1,0.515,0.306,0.337,2.5,8.2,5.3,25.9,2.6,0.9,18.2,19.0,0.0,0.3,0.2,0.04,-3.3,0.2,-3.2,-0.1,,weslebl01,0.449,11.4,0.694,0.398,0.143,0.092,0.061,0.306,0.5,0.692,0.357,0.111,0.167,0.333,0.353,1.0,0.01,1.0,0.267,0.375,0.0,0.0,weslebl01,2.0,4.5,1.4,3.1,0.5,0.5,0.8,1.5,0.545,0.3,1.0,1.3,2.4,0.7,0.1,1.1,1.4,5.3,Shot Creator,Chaser
404.0,Jae'Sean Tate,30.0,HOU,SF,34.0,0.0,287.0,10.9,0.567,0.308,0.09,8.6,9.5,9.1,8.1,1.6,1.0,11.0,13.3,0.3,0.3,0.6,0.101,-3.0,-0.2,-3.2,-0.1,,tateja01,0.513,10.8,0.692,0.269,0.321,0.09,0.013,0.308,0.593,0.714,0.56,0.286,1.0,0.333,0.625,0.875,0.013,1.0,0.667,0.375,0.0,0.0,tateja01,1.2,2.3,0.7,1.6,0.593,0.564,0.1,0.2,0.571,0.6,0.7,1.4,0.5,0.3,0.1,0.3,1.1,2.7,Movement Shooter,Helper
405.0,Elijah Harkless,25.0,UTA,SG,18.0,2.0,285.0,7.8,0.471,0.568,0.5,1.9,8.2,5.0,16.1,2.8,0.7,14.2,15.3,-0.1,0.1,0.0,0.0,-5.9,-0.3,-6.2,-0.3,,harklej01,0.311,17.2,0.432,0.149,0.149,0.054,0.081,0.568,0.406,0.455,0.455,0.25,0.333,0.238,0.308,1.0,0.0,0.0,0.333,0.286,0.0,0.0,harklej01,1.3,4.1,2.3,1.8,0.406,0.378,1.6,2.1,0.784,0.3,1.2,1.4,2.0,0.9,0.1,0.8,1.9,4.7,Movement Shooter,Point of Attack
406.0,Zach Edey,23.0,MEM,C,11.0,11.0,284.0,20.8,0.669,0.051,0.327,16.3,30.3,23.2,6.5,1.2,6.8,18.8,20.2,0.4,0.5,0.9,0.145,-0.5,1.2,0.7,0.2,,edeyza01,0.633,5.2,0.949,0.418,0.469,0.061,0.0,0.051,0.656,0.732,0.63,0.333,,0.2,0.82,1.0,0.194,17.0,0.0,,0.0,0.0,edeyza01,5.6,8.9,0.5,8.5,0.656,0.638,2.3,2.9,0.781,3.9,7.2,11.1,1.1,0.6,1.9,2.4,3.4,13.6,Post Scorer,Anchor Big
407.0,Yang Hansen,20.0,POR,C,39.0,1.0,277.0,3.3,0.402,0.43,0.312,7.3,15.5,11.3,10.6,0.5,2.9,22.1,19.9,-0.7,0.2,-0.5,-0.092,-8.9,-0.9,-9.8,-0.5,,yangha01,0.301,13.9,0.57,0.215,0.29,0.065,0.0,0.43,0.434,0.7,0.333,0.0,,0.125,0.565,1.0,0.097,6.0,0.25,0.1,0.0,0.0,yangha01,0.7,2.4,1.0,1.4,0.434,0.328,0.6,0.7,0.828,0.5,1.0,1.5,0.6,0.1,0.2,0.8,1.0,2.2,Post Scorer,Helper
408.0,Malaki Branham,22.0,WAS,SG,28.0,0.0,275.0,14.1,0.604,0.407,0.374,4.6,12.5,8.5,11.8,1.7,1.0,12.4,18.3,0.3,0.1,0.4,0.069,-0.8,-1.5,-2.3,0.0,,branhma01,0.473,13.2,0.593,0.253,0.297,0.033,0.011,0.407,0.537,0.609,0.444,0.667,1.0,0.378,0.552,0.929,0.033,2.0,0.135,0.2,0.0,0.0,branhma01,1.5,3.3,1.3,1.9,0.537,0.549,1.0,1.2,0.824,0.4,1.1,1.6,0.8,0.4,0.1,0.5,0.8,4.6,Secondary Ball Handler,Low Activity
409.0,Ty Jerome,28.0,MEM,SG,12.0,12.0,265.0,26.8,0.628,0.47,0.321,3.6,9.0,6.3,43.7,2.5,0.7,10.7,33.6,1.0,0.2,1.2,0.218,8.4,-0.6,7.7,0.7,,jeromty01,0.482,16.7,0.53,0.101,0.268,0.137,0.024,0.47,0.551,0.706,0.467,0.696,0.0,0.405,0.327,0.281,0.0,0.0,0.038,1.0,0.0,0.0,jeromty01,6.8,14.0,6.6,7.4,0.551,0.577,3.9,4.5,0.87,0.8,1.8,2.6,5.4,1.2,0.2,1.9,2.1,20.1,Shot Creator,Helper
410.0,Brooks Barnhizer,23.0,OKC,SG,33.0,0.0,259.0,7.0,0.446,0.34,0.12,4.8,18.5,11.9,8.6,1.1,1.5,13.2,10.1,-0.1,0.5,0.4,0.07,-4.1,1.3,-2.8,-0.1,,barnhbr01,0.38,12.7,0.66,0.24,0.24,0.14,0.04,0.34,0.424,0.583,0.417,0.286,0.0,0.294,0.643,1.0,0.06,2.0,0.588,0.4,0.0,0.0,barnhbr01,0.6,1.5,0.5,1.0,0.424,0.43,0.1,0.2,0.667,0.3,1.4,1.7,0.5,0.2,0.1,0.2,0.6,1.4,Stationary Shooter,Helper
411.0,Duop Reath,29.0,POR,C,32.0,0.0,258.0,10.7,0.613,0.743,0.081,4.1,11.9,7.9,5.4,0.9,2.8,8.4,13.1,0.3,0.2,0.5,0.095,-0.8,-0.2,-1.0,0.1,,reathdu01,0.446,19.3,0.257,0.176,0.081,0.0,0.0,0.743,0.526,0.615,0.333,,,0.418,0.7,0.957,0.027,1.0,0.4,0.455,0.0,0.0,reathdu01,1.0,2.3,1.7,0.6,0.526,0.601,0.2,0.2,0.833,0.3,0.9,1.2,0.3,0.2,0.3,0.2,0.9,2.9,Stationary Shooter,Helper
412.0,Kevon Looney,29.0,NOP,C,18.0,6.0,251.0,13.6,0.468,0.173,0.154,17.9,23.4,20.6,12.8,1.1,3.4,12.6,10.5,0.3,0.2,0.5,0.105,-1.5,-0.8,-2.3,0.0,,looneke01,0.442,7.5,0.827,0.558,0.154,0.058,0.058,0.173,0.512,0.655,0.25,0.0,0.333,0.111,0.273,1.0,0.019,0.0,0.111,0.0,0.0,0.0,looneke01,1.3,2.9,0.5,2.4,0.512,0.452,0.3,0.4,0.625,2.3,3.0,5.3,1.4,0.3,0.5,0.4,1.8,2.9,Athletic Finisher,Mobile Big
413.0,Pat Connaughton,33.0,CHO,SG,32.0,0.0,248.0,13.4,0.591,0.613,0.213,5.5,17.0,11.4,9.7,1.6,0.4,9.9,15.5,0.3,0.3,0.6,0.114,0.2,0.0,0.2,0.1,,connapa01,0.453,17.1,0.387,0.133,0.24,0.013,0.0,0.613,0.552,0.6,0.556,0.0,,0.391,0.75,1.0,0.027,2.0,0.326,0.4,0.0,0.0,connapa01,1.1,2.3,1.4,0.9,0.552,0.573,0.3,0.5,0.688,0.4,1.2,1.6,0.5,0.3,0.0,0.3,0.3,3.0,Movement Shooter,Low Activity
414.0,KJ Simpson,23.0,2TM,PG,17.0,2.0,246.0,8.6,0.428,0.406,0.188,3.8,11.7,7.8,24.2,3.2,0.0,18.8,22.0,-0.4,0.3,-0.1,-0.022,-5.0,0.4,-4.6,-0.2,,simpskj01,0.344,10.4,0.594,0.281,0.167,0.135,0.01,0.406,0.368,0.481,0.25,0.308,0.0,0.308,0.286,0.75,0.021,2.0,0.154,0.5,0.0,0.0,simpskj01,1.9,5.6,2.3,3.4,0.368,0.406,0.6,1.1,0.611,0.5,1.5,2.0,2.5,0.9,0.0,1.4,0.9,5.2,Primary Ball Handler,Point of Attack
415.0,Ron Harper Jr.,25.0,BOS,SF,20.0,2.0,238.0,11.8,0.54,0.813,0.027,6.5,9.5,8.0,8.4,0.9,3.4,5.0,14.6,0.3,0.2,0.6,0.113,0.1,0.3,0.5,0.2,,harpero02,0.4,21.2,0.187,0.107,0.053,0.027,0.0,0.813,0.643,0.75,0.25,1.0,,0.344,0.333,1.0,0.013,1.0,0.426,0.346,0.0,0.0,harpero02,1.5,3.8,3.1,0.7,0.643,0.54,0.1,0.1,0.5,0.7,1.1,1.8,0.8,0.2,0.4,0.2,0.9,4.1,Movement Shooter,Chaser
416.0,Chris Paul,40.0,LAC,PG,16.0,0.0,228.0,8.2,0.413,0.536,0.036,3.2,10.9,7.2,30.9,2.4,0.0,22.0,14.2,-0.1,0.2,0.1,0.016,-3.9,-0.2,-4.1,-0.1,,paulch01,0.321,19.3,0.464,0.018,0.125,0.232,0.089,0.536,0.308,1.0,0.429,0.154,0.4,0.333,0.125,0.5,0.0,0.0,0.133,0.5,0.0,0.0,paulch01,1.1,3.5,1.9,1.6,0.308,0.411,0.1,0.1,0.5,0.4,1.4,1.8,3.3,0.7,0.0,1.0,1.4,2.9,Primary Ball Handler,Chaser
417.0,Bronny James,21.0,LAL,SG,32.0,1.0,224.0,9.6,0.506,0.46,0.079,2.1,5.6,3.9,22.2,2.4,0.8,17.7,15.4,0.0,0.2,0.2,0.035,-2.5,-0.9,-3.4,-0.1,,jamesbr02,0.397,17.3,0.54,0.111,0.143,0.19,0.095,0.46,0.382,0.714,0.222,0.333,0.333,0.414,0.462,0.667,0.079,4.0,0.172,0.0,0.0,0.0,jamesbr02,0.8,2.0,0.9,1.1,0.382,0.492,0.1,0.2,0.8,0.1,0.3,0.5,1.2,0.3,0.1,0.4,0.5,2.1,Secondary Ball Handler,Point of Attack
418.0,Lindy Waters III,28.0,SAS,SG,34.0,0.0,222.0,7.6,0.534,0.879,0.015,1.5,9.0,5.3,8.1,1.1,0.4,7.0,13.6,0.1,0.2,0.3,0.064,-2.4,-0.1,-2.5,0.0,,waterli01,0.379,23.2,0.121,0.061,0.03,0.015,0.015,0.879,0.625,0.5,0.5,1.0,1.0,0.345,0.6,0.9,0.015,1.0,0.259,0.467,0.0,0.0,waterli01,0.7,1.9,1.7,0.2,0.625,0.53,0.0,0.0,1.0,0.1,0.6,0.6,0.4,0.1,0.0,0.1,0.5,2.1,Movement Shooter,Low Activity
419.0,Khaman Maluach,19.0,PHO,C,32.0,0.0,222.0,11.2,0.596,0.208,0.283,12.1,19.0,15.5,3.1,0.4,7.3,26.1,15.4,-0.1,0.3,0.2,0.043,-5.2,-0.3,-5.4,-0.2,,maluakh01,0.547,7.1,0.792,0.623,0.151,0.019,0.0,0.208,0.643,0.727,0.375,0.0,,0.182,0.63,1.0,0.245,12.0,0.273,0.333,0.0,0.0,maluakh01,0.9,1.7,0.3,1.3,0.643,0.566,0.3,0.5,0.733,0.8,1.2,1.9,0.2,0.1,0.5,0.7,0.8,2.2,Roll + Cut Big,Helper
420.0,Dejounte Murray,29.0,NOP,PG,8.0,8.0,216.0,22.4,0.651,0.349,0.33,1.0,21.2,11.0,32.4,3.1,0.9,18.2,28.6,0.4,0.3,0.6,0.136,3.0,1.8,4.8,0.4,,murrade01,0.547,14.1,0.651,0.217,0.179,0.208,0.047,0.349,0.652,0.652,0.579,0.727,0.6,0.351,0.289,0.692,0.019,2.0,0.162,0.333,0.0,0.0,murrade01,7.3,13.3,4.6,8.6,0.652,0.608,3.6,4.4,0.829,0.3,5.3,5.5,5.3,1.8,0.3,3.4,2.9,19.8,Low Minute,Point of Attack
421.0,PJ Hall,23.0,2TM,C,19.0,2.0,214.0,15.9,0.599,0.085,0.492,17.6,21.7,19.6,6.6,0.7,4.3,18.2,17.3,0.3,0.3,0.5,0.122,-1.5,-0.9,-2.4,0.0,,hallpj01,0.508,7.5,0.915,0.644,0.22,0.017,0.034,0.085,0.5,0.632,0.231,0.0,0.0,0.6,0.741,1.0,0.254,9.0,0.6,0.667,0.0,0.0,hallpj01,1.6,3.1,0.3,2.8,0.5,0.534,1.2,1.5,0.793,1.7,2.2,3.9,0.5,0.2,0.5,0.8,1.2,4.5,Roll + Cut Big,Anchor Big
422.0,Scotty Pippen Jr.,25.0,MEM,PG,10.0,6.0,212.0,14.8,0.537,0.333,0.24,4.1,7.2,5.6,33.4,4.3,1.7,20.3,26.0,-0.1,0.3,0.2,0.039,-2.5,-0.2,-2.7,0.0,,pippesc02,0.448,13.0,0.667,0.24,0.198,0.188,0.042,0.333,0.516,0.739,0.316,0.444,0.5,0.313,0.455,0.8,0.01,1.0,0.156,0.0,0.0,0.0,pippesc02,4.3,9.6,3.2,6.4,0.516,0.5,1.8,2.3,0.783,0.8,1.4,2.2,4.7,1.9,0.4,2.7,3.1,11.4,Slasher,Point of Attack
423.0,Joan Beringer,19.0,MIN,PF,31.0,1.0,209.0,18.1,0.674,0.0,0.283,15.7,14.5,15.1,5.5,0.9,5.5,10.6,15.3,0.5,0.3,0.8,0.184,-1.1,0.0,-1.1,0.0,,berinjo01,0.667,1.7,1.0,0.833,0.167,0.0,0.0,0.0,0.667,0.76,0.2,,,,0.8,,0.383,23.0,,,0.0,0.0,berinjo01,1.3,1.9,0.0,1.9,0.667,0.667,0.4,0.5,0.647,0.9,0.9,1.8,0.3,0.1,0.4,0.3,1.1,2.9,Roll + Cut Big,Helper
424.0,Andre Jackson Jr.,24.0,MIL,SG,34.0,0.0,205.0,4.7,0.339,0.576,0.169,7.8,11.3,9.6,16.8,1.9,1.0,17.0,16.5,-0.4,0.1,-0.3,-0.064,-6.8,-1.5,-8.3,-0.3,,jacksan01,0.237,17.1,0.424,0.203,0.102,0.102,0.017,0.576,0.32,0.583,0.167,0.0,0.0,0.176,0.625,0.833,0.136,6.0,0.382,0.077,0.0,0.0,jacksan01,0.4,1.7,1.0,0.7,0.32,0.288,0.3,0.3,0.9,0.4,0.6,1.0,0.8,0.2,0.1,0.4,0.8,1.3,Stationary Shooter,Helper
425.0,Taurean Prince,31.0,MIL,SF,10.0,0.0,202.0,7.0,0.578,0.708,0.063,0.0,9.3,4.7,5.3,1.7,1.0,9.2,11.9,0.0,0.1,0.1,0.032,-3.8,-0.6,-4.4,-0.1,,princta02,0.417,19.6,0.292,0.083,0.104,0.063,0.042,0.708,0.429,0.75,0.2,0.333,0.5,0.412,0.667,1.0,0.021,1.0,0.5,0.412,0.0,0.0,princta02,2.0,4.8,3.4,1.4,0.429,0.563,0.3,0.3,1.0,0.0,1.7,1.7,0.8,0.7,0.2,0.5,2.3,5.7,Stationary Shooter,Wing Stopper
426.0,Cameron Payne,31.0,PHI,PG,12.0,1.0,199.0,16.6,0.546,0.679,0.154,1.1,9.6,5.3,26.0,3.4,1.4,5.7,18.8,0.4,0.2,0.6,0.149,0.8,1.2,2.0,0.2,,payneca01,0.397,19.8,0.321,0.128,0.154,0.038,0.0,0.679,0.52,0.6,0.417,0.667,,0.34,0.231,0.389,0.0,0.0,0.038,0.5,0.0,0.0,payneca01,2.6,6.5,4.4,2.1,0.52,0.513,0.9,1.0,0.917,0.2,1.4,1.6,3.0,1.2,0.3,0.4,1.5,7.6,Low Minute,Low Activity
427.0,Jordan McLaughlin,29.0,SAS,PG,33.0,0.0,196.0,10.1,0.506,0.525,0.082,2.2,9.6,6.0,15.9,3.2,0.4,16.0,16.2,-0.1,0.3,0.2,0.056,-3.3,1.7,-1.6,0.0,,mclaujo01,0.393,15.3,0.475,0.246,0.164,0.066,0.0,0.525,0.414,0.6,0.2,0.25,,0.375,0.25,0.833,0.0,0.0,0.406,0.308,0.0,0.0,mclaujo01,0.7,1.8,1.0,0.9,0.414,0.492,0.1,0.2,0.8,0.1,0.5,0.7,0.7,0.4,0.0,0.4,0.3,1.9,Secondary Ball Handler,Point of Attack
428.0,Garrison Mathews,29.0,IND,SG,15.0,1.0,196.0,11.3,0.628,0.885,0.442,1.1,8.6,4.7,7.0,1.5,1.3,4.6,14.1,0.3,0.1,0.4,0.102,-1.3,0.0,-1.3,0.0,,mathega01,0.404,23.3,0.115,0.058,0.038,0.019,0.0,0.885,0.667,0.333,1.0,1.0,,0.37,1.0,1.0,0.0,0.0,0.37,0.471,0.0,0.0,mathega01,1.4,3.5,3.1,0.4,0.667,0.567,1.3,1.5,0.826,0.1,1.0,1.1,0.7,0.4,0.2,0.2,1.3,5.2,Off Screen Shooter,Low Activity
431.0,Chaz Lanier,24.0,DET,SG,24.0,0.0,191.0,8.7,0.484,0.769,0.077,4.1,6.9,5.5,9.4,1.3,0.0,2.9,15.0,0.1,0.2,0.3,0.085,-2.3,-1.1,-3.5,-0.1,,laniech01,0.338,22.8,0.231,0.031,0.031,0.062,0.108,0.769,0.4,0.5,0.0,0.75,0.286,0.32,0.667,0.938,0.0,0.0,0.22,0.182,0.0,0.0,laniech01,0.9,2.7,2.1,0.6,0.4,0.462,0.2,0.2,1.0,0.3,0.5,0.8,0.6,0.2,0.0,0.1,0.5,2.7,Movement Shooter,Low Activity
432.0,JD Davison,23.0,HOU,PG,25.0,0.0,184.0,9.7,0.474,0.519,0.167,1.2,12.5,6.9,20.0,1.4,2.0,10.8,14.8,0.1,0.2,0.3,0.075,-3.0,0.8,-2.3,0.0,,davisjd01,0.389,17.3,0.481,0.037,0.241,0.185,0.019,0.519,0.5,1.0,0.462,0.4,1.0,0.286,0.385,1.0,0.0,0.0,0.214,0.0,0.0,0.0,davisjd01,0.8,2.2,1.1,1.0,0.5,0.463,0.2,0.4,0.556,0.1,0.8,0.9,1.1,0.2,0.2,0.3,0.6,2.2,Secondary Ball Handler,Point of Attack
433.0,Zach Collins,28.0,CHI,C,10.0,0.0,184.0,18.0,0.666,0.328,0.313,9.4,22.8,16.2,12.1,0.5,1.9,12.1,18.9,0.4,0.1,0.5,0.14,1.0,-0.8,0.3,0.1,,colliza01,0.578,10.8,0.672,0.422,0.156,0.078,0.016,0.328,0.651,0.778,0.4,0.4,1.0,0.429,0.821,1.0,0.016,1.0,0.429,0.556,0.0,0.0,colliza01,3.7,6.4,2.1,4.3,0.651,0.648,1.4,2.0,0.7,1.6,4.0,5.6,1.5,0.2,0.4,1.0,1.8,9.7,Stretch Big,Mobile Big
434.0,Keshad Johnson,24.0,MIA,SF,24.0,0.0,183.0,11.4,0.518,0.42,0.304,9.5,15.2,12.3,1.5,1.8,2.9,11.3,19.5,-0.1,0.3,0.2,0.055,-3.9,-0.8,-4.7,-0.1,,johnske10,0.42,12.1,0.58,0.391,0.159,0.014,0.014,0.42,0.5,0.63,0.091,1.0,1.0,0.31,0.65,0.889,0.188,11.0,0.379,0.364,0.0,0.0,johnske10,1.2,2.9,1.2,1.7,0.5,0.486,0.6,0.9,0.667,0.7,1.1,1.8,0.1,0.3,0.3,0.4,0.8,3.4,Shot Creator,Helper
435.0,Matisse Thybulle,28.0,POR,SG,15.0,0.0,180.0,17.6,0.612,0.654,0.192,4.1,9.8,6.9,9.2,7.9,4.0,15.1,15.0,0.2,0.5,0.6,0.168,-1.0,8.2,7.2,0.4,,thybuma01,0.423,17.2,0.346,0.212,0.135,0.0,0.0,0.654,0.389,0.545,0.143,,,0.441,0.571,1.0,0.0,0.0,0.441,0.267,0.0,0.0,thybuma01,1.5,3.5,2.3,1.2,0.389,0.567,0.7,0.7,1.0,0.5,1.1,1.5,0.8,2.0,0.5,0.7,1.5,4.6,Movement Shooter,Chaser
436.0,Drew Timme,25.0,LAL,PF,21.0,0.0,179.0,14.3,0.666,0.373,0.137,6.0,11.5,8.8,12.6,1.4,0.0,11.5,14.9,0.3,0.1,0.4,0.119,0.4,-1.3,-0.9,0.1,,timmedr01,0.588,13.3,0.627,0.235,0.216,0.157,0.02,0.373,0.688,0.833,0.545,0.75,0.0,0.421,0.591,1.0,0.0,0.0,0.316,0.5,0.0,0.0,timmedr01,1.4,2.4,0.9,1.5,0.688,0.667,0.2,0.3,0.571,0.4,0.9,1.3,0.8,0.2,0.0,0.3,0.6,3.4,Versatile Big,Helper
437.0,RayJ Dennis,24.0,3TM,PG,15.0,0.0,177.0,6.7,0.416,0.534,0.123,4.7,9.5,7.1,23.5,1.1,1.9,16.3,22.0,-0.4,0.1,-0.3,-0.076,-4.1,-1.0,-5.1,-0.1,,dennira01,0.301,21.1,0.466,0.123,0.192,0.123,0.027,0.534,0.294,0.333,0.286,0.333,0.0,0.308,0.6,0.75,0.0,0.0,0.154,0.0,0.0,0.0,dennira01,1.5,4.9,2.6,2.3,0.294,0.384,0.5,0.6,0.889,0.5,1.0,1.5,2.0,0.3,0.3,1.0,1.1,4.3,Secondary Ball Handler,Point of Attack
438.0,Chris Youngblood,23.0,OKC,SG,32.0,0.0,174.0,10.1,0.505,0.85,0.167,4.5,12.6,8.7,8.2,1.1,1.7,3.0,16.5,0.1,0.3,0.4,0.108,-2.6,-0.4,-3.0,0.0,,youngch01,0.333,23.0,0.15,0.033,0.067,0.033,0.017,0.85,0.444,1.0,0.25,0.5,0.0,0.314,0.75,1.0,0.0,0.0,0.255,0.308,0.0,0.0,youngch01,0.6,1.9,1.6,0.3,0.444,0.467,0.3,0.3,0.9,0.2,0.7,0.9,0.3,0.1,0.1,0.1,0.6,2.0,Movement Shooter,Low Activity
439.0,Blake Hinson,26.0,UTA,SF,8.0,1.0,167.0,11.4,0.649,0.75,0.071,4.5,8.0,6.2,5.1,0.0,0.6,3.3,14.8,0.3,-0.1,0.2,0.062,0.2,-4.0,-3.8,-0.1,,hinsobl01,0.482,20.3,0.25,0.089,0.107,0.036,0.018,0.75,0.571,0.6,0.667,0.5,0.0,0.452,0.75,1.0,0.036,1.0,0.429,0.556,0.0,0.0,hinsobl01,3.4,7.0,5.3,1.8,0.571,0.652,0.3,0.5,0.5,0.9,1.5,2.4,0.8,0.0,0.1,0.3,2.0,9.4,Low Minute,Helper
440.0,Obi Toppin,27.0,IND,PF,10.0,3.0,164.0,13.5,0.521,0.544,0.324,3.8,26.0,14.5,13.7,1.7,0.0,9.3,22.1,0.0,0.2,0.2,0.05,-1.3,0.0,-1.3,0.0,,toppiob01,0.397,16.7,0.456,0.176,0.147,0.103,0.029,0.544,0.613,0.667,0.7,0.571,0.0,0.216,0.579,1.0,0.103,5.0,0.243,0.333,0.0,0.0,toppiob01,2.7,6.8,3.7,3.1,0.613,0.456,1.9,2.2,0.864,0.6,3.8,4.4,1.5,0.6,0.0,0.8,1.4,8.1,Movement Shooter,Mobile Big
