Rk,Player,Age,Team,Pos,G,GS,MP,TS%,USG%,OWS,DWS,WS,WS48,OBPM,DBPM,BPM,VORP,WIN %,VALUE,AAV,ACE
247,Craig Porter Jr.,25,CLE,PG,58,2,1024,0.516,12.5,1.1,1.4,2.5,0.116,0,2.2,2.1,1.1,0.625,0.171965307,21.42400852,21424008.52
325,Javon Small,23,MEM,PG,35,7,682,0.609,18.9,1.3,0.5,1.8,0.125,1.6,-0.5,1.2,0.5,0.338028169,0.167641563,21.29092361,21290923.61
116,Bobby Portis,30,MIL,PF,67,9,1619,0.587,23.1,1.6,1.3,2.9,0.086,1.5,-1.6,-0.1,0.8,0.408450704,0.167392743,21.1578387,21157838.7
313,Josh Minott,23,BOS,PF,33,10,526,0.651,13.8,1.1,0.8,1.9,0.173,0.8,1.3,2.1,0.6,0.661971831,0.166813754,21.02475379,21024753.79
159,Anfernee Simons,26,2TM,SG,55,5,1372,0.576,23.6,1.8,1.1,2.9,0.102,1.2,-1.4,-0.2,0.6,,0.164727093,20.89166888,20891668.88
170,Brandon Williams,26,DAL,PG,60,15,1320,0.569,25.1,1,1.2,2.2,0.081,0.1,0.3,0.4,0.8,0.319444444,0.164573159,20.75858398,20758583.98
149,Jock Landale,30,2TM,C,65,26,1429,0.591,18.5,2.6,1.1,3.7,0.124,0.8,-1,-0.2,0.7,,0.154811103,20.62549907,20625499.07
307,Kenrich Williams,31,OKC,PF,48,2,747,0.596,17.6,0.9,1.4,2.2,0.143,0.3,0.7,1,0.6,0.791666667,0.1542959,20.49241416,20492414.16
279,Karlo Matković,24,NOP,PF,59,2,863,0.716,12.9,1.9,0.8,2.8,0.155,0.6,0.5,1.2,0.7,0.342465753,0.147189228,20.35932925,20359329.25
288,Paul George,35,PHI,PF,27,27,824,0.556,22.1,0.7,1,1.7,0.096,0.5,0.4,0.9,0.6,0.541666667,0.145490092,20.22624434,20226244.34
39,Naji Marshall,28,DAL,SF,69,42,2046,0.601,20.4,2.6,1.7,4.3,0.102,-0.5,0,-0.4,0.8,0.319444444,0.136960522,20.09315944,20093159.44
21,Jaden McDaniels,25,MIN,PF,70,70,2225,0.616,18.2,2.6,2.6,5.2,0.111,-0.9,0.6,-0.3,1,0.611111111,0.136845591,19.97737557,19977375.57
46,Wendell Carter Jr.,26,ORL,C,68,68,2012,0.616,15.6,3.2,2.4,5.6,0.135,-0.7,0.5,-0.2,0.9,0.527777778,0.132216593,19.90196078,19901960.78
115,John Collins,28,LAC,PF,59,49,1625,0.648,19.3,2.4,1.5,3.9,0.116,0.1,-0.4,-0.4,0.7,0.5,0.126435351,19.826546,19826546
64,Cason Wallace,22,OKC,SG,69,56,1863,0.528,14.5,0.7,3.9,4.6,0.119,-2.3,3.3,1,1.4,0.791666667,0.123131772,19.75113122,19751131.22
233,Jusuf Nurkić,31,UTA,C,41,36,1083,0.548,19.4,0.5,1.1,1.6,0.072,-0.4,1.6,1.2,0.9,0.291666667,0.117462776,19.67571644,19675716.44
42,Brandin Podziemski,22,GSW,SG,72,33,2037,0.563,19.6,1.9,2.2,4,0.095,-0.3,0,-0.2,0.9,0.472222222,0.110929082,19.60030166,19600301.66
301,Jonas Valančiūnas,33,DEN,C,58,5,773,0.621,25.4,1.4,1,2.3,0.146,-0.2,-0.5,-0.7,0.3,0.616438356,0.11088603,19.52488688,19524886.88
57,Tim Hardaway Jr.,33,DEN,SG,72,5,1939,0.625,18.8,3.2,0.9,4,0.1,1.4,-2,-0.6,0.7,0.616438356,0.109300115,19.4494721,19449472.1
8,Jabari Smith Jr.,22,HOU,PF,67,67,2347,0.569,17.9,3,2.7,5.8,0.118,-0.5,-0.1,-0.6,0.8,0.605633803,0.108800613,19.37405732,19374057.32
188,Isaiah Stewart,24,DET,C,55,13,1273,0.626,16.4,1.9,2,3.9,0.148,-1.1,1.1,0,0.6,0.732394366,0.102581236,19.29864253,19298642.53
322,Micah Potter,27,IND,C,37,3,692,0.667,17.1,1.5,0.5,1.9,0.134,1.2,-0.8,0.5,0.4,0.222222222,0.099541832,19.22322775,19223227.75
99,Ayo Dosunmu,26,MIN,SG,18,4,498,0.621,18.1,0.8,0.5,1.3,0.13,0.4,0.6,1,0.4,0.611111111,0.098766987,19.14781297,19147812.97
149,Jock Landale,30,MEM,C,45,25,1060,0.594,18.6,2,0.7,2.7,0.122,1,-1.2,-0.2,0.5,0.338028169,0.0976942,19.07239819,19072398.19
49,CJ McCollum,34,ATL,PG,32,16,903,0.561,27.1,0.6,0.8,1.4,0.076,1.3,-1.1,0.2,0.5,0.555555556,0.094497835,18.99698341,18996983.41
227,Jordan Miller,26,LAC,SF,51,1,1106,0.621,18.3,2,0.7,2.8,0.12,0.5,-0.6,-0.1,0.5,0.5,0.092138325,18.92156863,18921568.63
240,Collin Murray-Boyles,20,TOR,PF,48,22,1063,0.605,14.6,1.5,1.5,3.1,0.138,-0.8,1.5,0.7,0.7,0.563380282,0.087090004,18.84615385,18846153.85
228,Simone Fontecchio,30,MIA,SF,64,7,1099,0.566,19.5,1.1,1.2,2.3,0.1,0.3,-0.1,0.2,0.6,0.527777778,0.086050548,18.77073906,18770739.06
195,Keon Ellis,26,CLE,SG,20,2,484,0.642,11.6,0.6,0.7,1.3,0.127,-0.3,2.6,2.3,0.5,0.625,0.085450535,18.69532428,18695324.28
351,Domantas Sabonis,29,SAC,C,19,15,564,0.59,23.1,0.7,0.4,1.1,0.094,0.7,-0.2,0.5,0.4,0.260273973,0.085415274,18.6199095,18619909.5
107,Sam Hauser,28,BOS,PF,68,40,1665,0.571,14.7,2.2,1.9,4,0.117,0.2,0.1,0.3,0.9,0.661971831,0.079819966,18.54449472,18544494.72
213,Justin Champagnie,24,WAS,SF,61,17,1181,0.599,16.3,2.2,0.7,2.9,0.119,0.9,-0.9,0,0.6,0.225352113,0.072852441,18.46907994,18469079.94
43,Royce O'Neale,32,PHO,SF,70,65,2035,0.593,14.4,1.6,2.5,4.1,0.096,-0.3,0.9,0.6,1.3,0.547945205,0.066928947,18.39366516,18393665.16
128,Moses Moody,23,GSW,SG,60,49,1540,0.6,18.2,1.7,1.5,3.2,0.099,0.2,-0.3,-0.1,0.7,0.472222222,0.063530214,18.31825038,18318250.38
137,Jay Huff,27,IND,C,72,42,1494,0.594,17.9,1.2,1.6,2.7,0.088,-0.9,1.1,0.3,0.9,0.222222222,0.053799116,18.2428356,18242835.6
150,Luke Kennard,29,ATL,SG,46,0,944,0.713,12.7,1.8,0.8,2.7,0.136,0.2,0.3,0.5,0.6,0.555555556,0.048883147,18.16742081,18167420.81
292,John Konchar,29,MEM,SG,30,1,435,0.619,8.7,0.4,0.6,1.1,0.116,-1.2,3.6,2.3,0.5,0.338028169,0.046347907,18.09200603,18092006.03
88,Deandre Ayton,27,LAL,C,63,63,1738,0.675,16.5,3.4,1.9,5.3,0.145,-0.1,-0.9,-1,0.4,0.638888889,0.045500702,18.01659125,18016591.25
150,Luke Kennard,29,2TM,SG,68,1,1421,0.706,13.1,2.7,1.1,3.7,0.126,0.1,0,0.1,0.8,,0.042846071,17.94117647,17941176.47
83,Harrison Barnes,33,SAS,PF,67,52,1767,0.603,14.9,2.3,1.9,4.2,0.114,-0.1,0.1,0,0.9,0.75,0.041109686,17.86576169,17865761.69
229,Derrick Jones Jr.,28,LAC,SF,40,35,1099,0.62,15.7,1.7,0.9,2.6,0.114,0.2,0,0.2,0.6,0.5,0.038786737,17.79034691,17790346.91
231,Jalen Smith,25,CHI,C,52,20,1089,0.609,19.2,1.5,1.2,2.7,0.118,0.3,-0.9,-0.6,0.4,0.408450704,0.036183794,17.71493213,17714932.13
355,Grant Williams,27,CHO,PF,28,3,543,0.606,14.2,0.8,0.6,1.4,0.125,0.2,0.8,1,0.4,0.527777778,0.033179136,17.63951735,17639517.35
49,CJ McCollum,34,2TM,PG,67,51,1985,0.568,25.7,1.7,0.7,2.4,0.059,1.3,-2,-0.7,0.6,,0.031847632,17.56410256,17564102.56
295,Clint Capela,31,HOU,C,64,2,795,0.537,13.7,1.1,1.4,2.5,0.149,-0.6,0.8,0.2,0.5,0.605633803,0.018794342,17.48868778,17488687.78
101,Andrew Nembhard,26,IND,PG,54,54,1684,0.565,23.9,1.9,0.6,2.5,0.072,1.1,-2.1,-0.9,0.5,0.222222222,0.013631014,17.413273,17413273
328,Jaden Ivey,23,2TM,SG,37,5,670,0.571,19.7,0.5,0.8,1.3,0.097,-0.2,0.1,0,0.3,,0.013489978,17.33785822,17337858.22
254,Jordan Walsh,21,BOS,PF,58,20,998,0.636,11.9,1.6,1.6,3.2,0.155,-1.4,1.4,0.1,0.5,0.661971831,0.009850248,17.26244344,17262443.44
328,Jaden Ivey,23,DET,SG,33,2,555,0.57,20.3,0.4,0.7,1.1,0.093,-0.1,0,-0.1,0.3,0.732394366,0.00784256,17.18702866,17187028.66
154,Cedric Coward,22,MEM,SG,54,39,1403,0.579,21.3,1.1,1.1,2.2,0.076,0,-0.5,-0.4,0.6,0.338028169,0.006997882,17.11161388,17111613.88
352,Jamaree Bouyea,26,PHO,PG,39,0,558,0.529,17.8,0.4,0.7,1.1,0.097,-1.1,1.3,0.3,0.3,0.547945205,-0.004918591,17.0361991,17036199.1
343,Kevin Love,37,UTA,PF,37,5,613,0.568,16.7,0.8,0.4,1.2,0.092,1.1,-0.9,0.2,0.3,0.291666667,-0.006439331,16.96078431,16960784.31
242,Landry Shamet,28,NYK,SG,46,12,1059,0.602,15.9,1.5,1,2.5,0.111,-0.3,0.2,-0.1,0.5,0.657534247,-0.00947599,16.88536953,16885369.53
291,Guerschon Yabusele,30,CHI,C,18,12,442,0.586,16.6,0.4,0.4,0.8,0.092,0.1,0.2,0.2,0.3,0.408450704,-0.018943584,16.80995475,16809954.75
369,Trayce Jackson-Davis,25,GSW,C,36,1,411,0.601,14.7,0.7,0.5,1.2,0.139,-1,0.6,-0.3,0.2,0.472222222,-0.030637723,16.73453997,16734539.97
208,Gui Santos,23,GSW,PF,61,24,1188,0.604,17.9,1,1.4,2.4,0.095,-0.9,0.6,-0.3,0.5,0.472222222,-0.033788318,16.65912519,16659125.19
226,Daniss Jenkins,24,DET,PG,61,11,1118,0.519,21.1,0.6,1.6,2.2,0.093,-1.1,0.4,-0.7,0.4,0.732394366,-0.033934858,16.58371041,16583710.41
216,Baylor Scheierman,25,BOS,SG,66,17,1167,0.604,11.1,1.5,1.5,3,0.124,-1.3,1.5,0.2,0.7,0.661971831,-0.035122244,16.50829563,16508295.63
369,Trayce Jackson-Davis,25,2TM,C,47,1,467,0.573,15.1,0.7,0.6,1.3,0.136,-0.8,0.3,-0.5,0.2,,-0.038200037,16.43288084,16432880.84
260,Taylor Hendricks,22,MEM,PF,20,5,491,0.576,18.7,0.3,0.6,0.9,0.083,-0.3,-0.1,-0.3,0.2,0.338028169,-0.040170055,16.35746606,16357466.06
69,Anthony Black,22,ORL,PG,60,40,1841,0.552,22,0.4,2.2,2.6,0.068,-1,0.6,-0.5,0.7,0.527777778,-0.046295236,16.28205128,16282051.28
84,Derik Queen,21,NOP,C,72,45,1765,0.553,21.4,0.6,2,2.6,0.071,-1.3,0.8,-0.5,0.7,0.342465753,-0.049198904,16.2066365,16206636.5
238,Darius Garland,26,CLE,PG,26,26,792,0.567,25.7,0.9,0.5,1.4,0.087,0.9,-2.5,-1.6,0.1,0.625,-0.05588324,16.13122172,16131221.72
385,Leonard Miller,22,2TM,SF,35,6,411,0.636,17.4,0.6,0.4,0.9,0.11,-0.7,-0.4,-1.1,0.1,,-0.062915548,16.05580694,16055806.94
143,Jaren Jackson Jr.,26,2TM,C,48,48,1454,0.576,26.1,0.2,1.5,1.7,0.057,-1.1,0.5,-0.6,0.5,,-0.064277839,15.98039216,15980392.16
15,VJ Edgecombe,20,PHI,SG,65,65,2276,0.535,20.3,1.4,2.1,3.6,0.075,-0.5,-0.2,-0.8,0.7,0.541666667,-0.065586307,15.90497738,15904977.38
41,Matas Buzelis,21,CHI,PF,70,70,2039,0.592,22.6,0.7,2,2.7,0.063,-0.4,-0.3,-0.7,0.6,0.408450704,-0.070803166,15.82956259,15829562.59
311,Steven Adams,32,HOU,C,32,11,730,0.535,12.1,1.1,1,2.1,0.138,-0.2,-0.4,-0.6,0.3,0.605633803,-0.071796716,15.75414781,15754147.81
332,Kyle Anderson,32,UTA,SF,20,0,401,0.565,14.7,0.5,0.2,0.8,0.09,-0.9,0.7,-0.2,0.2,0.291666667,-0.074938017,15.67873303,15678733.03
183,Dean Wade,29,CLE,PF,57,36,1279,0.571,10,1.6,1.4,3,0.112,-0.9,1,0.1,0.7,0.625,-0.075287159,15.60331825,15603318.25
349,Tidjane Salaün,20,CHO,PF,36,0,571,0.632,14.8,0.7,0.8,1.4,0.12,-1,0.4,-0.6,0.2,0.527777778,-0.077676917,15.52790347,15527903.47
150,Luke Kennard,29,LAL,SG,22,1,477,0.694,13.9,0.8,0.2,1.1,0.108,0,-0.4,-0.5,0.2,0.638888889,-0.079081982,15.45248869,15452488.69
119,Oso Ighodaro,23,PHO,PF,73,19,1603,0.634,12.2,1.8,2.2,4,0.12,-2.3,2.2,-0.1,0.8,0.547945205,-0.079296465,15.37707391,15377073.91
126,Pelle Larsson,24,MIA,SG,61,48,1571,0.602,16.4,2.2,1.5,3.7,0.112,-1.1,0.2,-0.9,0.5,0.527777778,-0.082124163,15.30165913,15301659.13
282,Olivier-Maxence Prosper,23,MEM,PF,47,18,856,0.636,17.9,1.2,0.7,1.9,0.107,-0.1,-1.2,-1.2,0.2,0.338028169,-0.083163815,15.22624434,15226244.34
339,Tristan Vukcevic,22,WAS,C,46,9,624,0.594,26.6,0.2,0.3,0.5,0.04,0.2,-1.2,-1,0.2,0.225352113,-0.084587537,15.15082956,15150829.56
324,Tyler Kolek,24,NYK,PG,58,1,688,0.527,18.4,0.5,0.8,1.3,0.088,-1,0.2,-0.8,0.2,0.657534247,-0.08503647,15.07541478,15075414.78
294,Kasparas Jakučionis,19,MIA,PG,45,11,801,0.599,13.5,1,0.9,1.8,0.11,-1.3,1.1,-0.2,0.4,0.527777778,-0.091382212,15,15000000
143,Jaren Jackson Jr.,26,MEM,C,45,45,1382,0.574,25.6,0.1,1.5,1.6,0.056,-1.2,0.4,-0.8,0.4,0.338028169,-0.102056974,14.92458522,14924585.22
332,Kyle Anderson,32,3TM,SF,34,3,659,0.593,13.8,0.8,0.6,1.4,0.099,-1.4,1.2,-0.2,0.3,,-0.103043936,14.84917044,14849170.44
235,Coby White,25,2TM,SG,41,26,1080,0.593,28.2,1,0.7,1.6,0.073,0.2,-1.9,-1.6,0.1,,-0.103119114,14.77375566,14773755.66
293,Josh Green,25,CHO,SG,48,0,802,0.654,10.8,1.1,0.7,1.8,0.11,-1.1,0.9,-0.2,0.4,0.527777778,-0.10494532,14.69834087,14698340.87
292,John Konchar,29,2TM,SG,46,6,808,0.563,8.8,0.6,0.9,1.5,0.091,-2.1,2.7,0.6,0.5,,-0.105029823,14.62292609,14622926.09
111,Tristan Da Silva,24,ORL,SF,67,30,1650,0.574,16.2,1.1,1.8,2.9,0.085,-0.6,0.2,-0.4,0.7,0.527777778,-0.108626459,14.54751131,14547511.31
381,Yanic Konan Niederhäuser,22,LAC,C,41,0,424,0.691,15.7,0.8,0.5,1.3,0.151,-2.5,0.3,-2.2,0,0.5,-0.112865783,14.47209653,14472096.53
236,Andre Drummond,32,PHI,C,54,24,1079,0.543,15,1.2,1.6,2.9,0.127,-0.6,-0.4,-1,0.3,0.541666667,-0.113202347,14.39668175,14396681.75
278,Isaiah Jackson,24,2TM,C,53,14,871,0.645,16.3,1.3,1.1,2.4,0.134,-2,0.6,-1.4,0.1,,-0.114673944,14.32126697,14321266.97
160,Bennedict Mathurin,23,LAC,SF,16,1,481,0.557,29.5,0.4,0.5,0.9,0.088,-1.4,-1.2,-2.5,-0.1,0.5,-0.121582079,14.24585219,14245852.19
375,Asa Newell,20,ATL,PF,40,1,445,0.628,16.9,0.5,0.5,1,0.104,-1.3,-0.5,-1.8,0,0.555555556,-0.124338471,14.17043741,14170437.41
215,Ja'Kobe Walter,21,TOR,SG,61,12,1173,0.604,14.2,1.4,1.4,2.9,0.117,-1.6,1,-0.6,0.4,0.563380282,-0.129778967,14.09502262,14095022.62
131,Peyton Watson,23,DEN,SF,50,39,1522,0.598,20.3,1,1.5,2.5,0.079,-0.7,-0.4,-1.1,0.3,0.616438356,-0.129789722,14.01960784,14019607.84
297,Buddy Hield,33,GSW,SG,44,3,768,0.562,19.6,0.2,0.8,1,0.064,-1,0,-1,0.2,0.472222222,-0.130970322,13.94419306,13944193.06
350,Ja Morant,26,MEM,PG,20,20,569,0.521,32.4,0.1,0.3,0.4,0.034,0.5,-2,-1.5,0.1,0.338028169,-0.137239384,13.86877828,13868778.28
175,Kevin Huerter,27,2TM,SF,59,11,1298,0.547,18.7,0.7,1.3,2,0.074,-1.2,0.4,-0.8,0.4,,-0.138210911,13.7933635,13793363.5
326,Jevon Carter,30,ORL,PG,20,1,426,0.506,17.5,0,0.4,0.4,0.048,-1.4,0.3,-1.1,0.1,0.527777778,-0.140334106,13.71794872,13717948.72
49,CJ McCollum,34,WAS,SG,35,35,1082,0.573,24.4,1.1,-0.1,1,0.045,1.2,-2.7,-1.5,0.1,0.225352113,-0.141379452,13.64253394,13642533.94
353,Mohamed Diawara,20,NYK,SF,62,6,555,0.569,17.2,0.3,0.6,0.9,0.077,-1.4,0.1,-1.3,0.1,0.657534247,-0.144364965,13.56711916,13567119.16
218,Quinten Post,25,GSW,PF,66,35,1155,0.561,18.8,0.7,1.3,2,0.081,-1,-0.1,-1.1,0.3,0.472222222,-0.144445496,13.49170437,13491704.37
90,Davion Mitchell,27,MIA,PG,61,61,1727,0.574,13.4,2.3,1.7,3.9,0.11,-1.4,0.8,-0.6,0.6,0.527777778,-0.146390728,13.41628959,13416289.59
367,Pete Nance,25,MIL,PF,38,0,480,0.677,13.6,0.6,0.3,0.9,0.088,-0.3,-1,-1.3,0.1,0.408450704,-0.155571566,13.34087481,13340874.81
175,Kevin Huerter,27,CHI,SF,44,11,1037,0.559,19.3,0.5,0.9,1.4,0.063,-1.1,0.1,-1,0.3,0.408450704,-0.156171794,13.26546003,13265460.03
326,Jevon Carter,30,2TM,PG,43,1,680,0.535,18.3,0.1,0.6,0.7,0.052,-1.1,0.1,-1.1,0.2,,-0.164788632,13.19004525,13190045.25
199,Zach LaVine,30,SAC,SG,39,37,1224,0.614,23.7,1.2,0,1.3,0.049,0.6,-2.2,-1.6,0.1,0.260273973,-0.168735006,13.11463047,13114630.47
277,Justin Edwards,22,PHI,SF,55,12,878,0.577,15.9,0.8,0.8,1.6,0.087,-1.6,0.6,-1,0.2,0.541666667,-0.17209458,13.03921569,13039215.69
327,Quenton Jackson,27,IND,PG,39,11,678,0.595,20.5,0.7,0.3,1,0.071,-1.1,-1,-2.1,0,0.222222222,-0.175111184,12.9638009,12963800.9
177,Aaron Wiggins,27,OKC,SG,57,19,1289,0.537,20,-0.5,2.4,1.9,0.071,-1.6,0.7,-0.9,0.3,0.791666667,-0.175352967,12.88838612,12888386.12
250,GG Jackson II,21,MEM,PF,48,21,1006,0.589,22.8,0.3,0.9,1.2,0.058,-0.6,-1,-1.6,0.1,0.338028169,-0.176726983,12.81297134,12812971.34
148,Cameron Johnson,29,DEN,SF,47,47,1431,0.619,15,2.2,0.8,3,0.1,-0.2,-0.9,-1.1,0.3,0.616438356,-0.176856086,12.73755656,12737556.56
334,Jonathan Kuminga,23,2TM,PF,28,14,654,0.569,23.7,0.1,0.7,0.8,0.061,-1.5,-0.7,-2.2,0,,-0.177461235,12.66214178,12662141.78
66,Russell Westbrook,37,SAC,SF,64,58,1853,0.528,25.9,-0.7,0.9,0.3,0.008,0.6,-1.1,-0.5,0.7,0.260273973,-0.179845265,12.586727,12586727
319,Dwight Powell,34,DAL,C,53,8,713,0.704,8.9,1.2,0.8,2.1,0.139,-2.8,1.5,-1.4,0.1,0.319444444,-0.180883964,12.51131222,12511312.22
78,Myles Turner,29,MIL,C,66,66,1789,0.586,18.6,1.1,1.7,2.8,0.074,-0.9,-0.1,-1,0.4,0.408450704,-0.181993613,12.43589744,12435897.44
337,Jett Howard,22,ORL,SF,50,0,637,0.553,17.2,0.7,0.5,1.1,0.086,-0.9,-1.1,-2,0,0.527777778,-0.184701347,12.36048265,12360482.65
257,Caris LeVert,31,DET,SG,51,0,991,0.516,18.2,-0.2,1.5,1.3,0.062,-2.1,1.3,-0.8,0.3,0.732394366,-0.187023251,12.28506787,12285067.87
211,Christian Braun,24,DEN,SG,37,37,1183,0.603,14.7,1.8,0.7,2.5,0.099,-0.5,-0.7,-1.2,0.3,0.616438356,-0.191538394,12.20965309,12209653.09
382,Jeremy Sochan,22,2TM,PF,40,0,424,0.549,14.4,0.3,0.6,0.9,0.1,-3,0.8,-2.2,0,,-0.195160009,12.13423831,12134238.31
55,Quentin Grimes,25,PHI,SG,65,18,1956,0.589,19.2,1.8,1.4,3.2,0.079,-0.7,-0.7,-1.4,0.3,0.541666667,-0.197028862,12.05882353,12058823.53
289,Vince Williams Jr.,25,MEM,PG,34,12,736,0.478,19.6,-0.3,0.6,0.3,0.019,-1.5,0.6,-0.9,0.2,0.338028169,-0.203145883,11.98340875,11983408.75
365,Keaton Wallace,26,ATL,PG,49,2,489,0.547,15.7,0.3,0.5,0.8,0.077,-2.3,0.3,-2,0,0.555555556,-0.20346952,11.90799397,11907993.97
259,Corey Kispert,26,ATL,SF,32,7,616,0.581,19.5,0.6,0.4,1,0.076,-0.8,-1.9,-2.7,-0.1,0.555555556,-0.21009892,11.83257919,11832579.19
297,Buddy Hield,33,2TM,SG,49,3,794,0.555,19.7,0,0.8,0.9,0.053,-1.5,-0.1,-1.6,0.1,,-0.21085405,11.7571644,11757164.4
364,D'Angelo Russell,29,DAL,PG,26,3,495,0.511,26.1,-0.3,0.3,0,-0.001,-0.7,-1.6,-2.3,0,0.319444444,-0.212879139,11.68174962,11681749.62
248,Jared McCain,21,2TM,SG,57,1,1012,0.557,20.6,0.4,1,1.4,0.066,-1.1,-0.7,-1.8,0.1,,-0.213229533,11.60633484,11606334.84
308,Ousmane Dieng,22,MIL,C,19,10,449,0.564,17.8,0,0.3,0.3,0.031,-1.4,-0.7,-2.1,0,0.408450704,-0.214240391,11.53092006,11530920.06
316,Noah Penda,21,ORL,SF,53,2,719,0.518,15.1,0.2,0.9,1.1,0.076,-1.7,0.5,-1.2,0.1,0.527777778,-0.214566613,11.45550528,11455505.28
287,Trendon Watford,25,PHI,PF,49,7,834,0.574,17.9,0.6,0.7,1.4,0.078,-2,0.3,-1.8,0.1,0.541666667,-0.215590717,11.3800905,11380090.5
147,Shaedon Sharpe,22,POR,SG,48,42,1439,0.55,30.3,-0.3,1.4,1.2,0.038,-0.3,-1,-1.3,0.3,0.493150685,-0.21612791,11.30467572,11304675.72
196,Malik Monk,27,SAC,SG,56,1,1240,0.563,24.4,0.6,0.1,0.8,0.03,0.7,-2.2,-1.6,0.1,0.260273973,-0.218710912,11.22926094,11229260.94
360,Jonathan Isaac,28,ORL,PF,52,0,521,0.498,12.4,0.1,0.8,0.9,0.084,-2.8,1.3,-1.6,0.1,0.527777778,-0.220876924,11.15384615,11153846.15
259,Corey Kispert,26,2TM,SF,51,9,986,0.604,18.4,1.2,0.4,1.6,0.078,-0.1,-2,-2.1,0,,-0.226149003,11.07843137,11078431.37
138,Precious Achiuwa,26,SAC,C,64,48,1480,0.565,16.6,1.6,1,2.7,0.087,-0.6,-0.8,-1.4,0.2,0.260273973,-0.228350379,11.00301659,11003016.59
357,Jase Richardson,20,ORL,SG,47,0,538,0.577,16.9,0.5,0.4,0.9,0.078,-1.8,-0.9,-2.7,-0.1,0.527777778,-0.233886469,10.92760181,10927601.81
156,Vít Krejčí,25,ATL,PG,46,8,1028,0.639,14.3,1.2,1,2.1,0.1,-1.3,-0.1,-1.4,0.2,0.555555556,-0.234138512,10.85218703,10852187.03
168,Kelly Oubre Jr.,30,PHI,SF,41,36,1330,0.581,18.3,1,1.3,2.2,0.081,-1.1,-0.5,-1.6,0.1,0.541666667,-0.235121963,10.77677225,10776772.25
333,Jalen Green,23,PHO,SG,25,20,656,0.505,32,-0.6,0.7,0.1,0.008,-0.7,-1.2,-1.8,0,0.547945205,-0.235231848,10.70135747,10701357.47
373,Devin Carter,23,SAC,PG,29,3,448,0.499,23.8,-0.2,0.3,0.1,0.011,-2,-0.8,-2.9,-0.1,0.260273973,-0.235397949,10.62594268,10625942.68
289,Vince Williams Jr.,25,2TM,SG,40,12,820,0.478,19.4,-0.4,0.6,0.3,0.016,-1.5,0.5,-1,0.2,,-0.236789529,10.5505279,10550527.9
129,Dillon Brooks,30,PHO,SF,50,50,1530,0.547,29,0.7,1.4,2.1,0.064,-0.7,-1.3,-2,0,0.547945205,-0.238287016,10.47511312,10475113.12
291,Guerschon Yabusele,30,2TM,C,59,12,808,0.55,15.8,0.4,0.9,1.3,0.076,-1.4,-0.2,-1.6,0.1,,-0.239452188,10.39969834,10399698.34
118,Kyle Filipowski,22,UTA,C,70,34,1606,0.581,19.3,1.3,1.2,2.5,0.074,-1.1,-0.5,-1.6,0.2,0.291666667,-0.240390547,10.32428356,10324283.56
155,Kyshawn George,22,WAS,SF,48,48,1391,0.559,22.9,0.2,0.5,0.7,0.025,-0.6,-0.7,-1.2,0.3,0.225352113,-0.241227774,10.24886878,10248868.78
162,Klay Thompson,35,DAL,SF,62,8,1369,0.547,22.5,-0.2,0.9,0.7,0.024,0.2,-1.5,-1.2,0.3,0.319444444,-0.243962268,10.173454,10173454
378,Ariel Hukporti,23,NYK,C,49,4,434,0.608,9.8,0.2,0.7,0.9,0.103,-4.2,1.7,-2.5,-0.1,0.657534247,-0.24787865,10.09803922,10098039.22
380,Moussa Cisse,23,DAL,C,34,1,425,0.567,13.5,0.2,0.7,0.9,0.105,-4,1,-3,-0.1,0.319444444,-0.249149268,10.02262443,10022624.43
140,Dominick Barlow,22,PHI,PF,61,54,1472,0.595,13.3,1.8,1.4,3.3,0.107,-1.4,0.2,-1.2,0.3,0.541666667,-0.250917472,9.968325792,9968325.792
258,Pat Spencer,29,GSW,PG,56,12,987,0.522,18.7,0.5,0.8,1.4,0.066,-1.5,-0.3,-1.8,0,0.472222222,-0.252201045,9.923076923,9923076.923
356,Dalen Terry,23,2TM,SG,46,0,540,0.516,14.6,0.1,0.6,0.7,0.058,-2.5,0.7,-1.8,0,,-0.254158336,9.877828054,9877828.054
195,Keon Ellis,26,2TM,SG,63,7,1242,0.572,12.9,0.6,1.1,1.7,0.064,-1.9,1.5,-0.3,0.5,,-0.254364843,9.832579186,9832579.186
321,Julian Strawther,23,DEN,SG,48,12,701,0.582,19.1,0.5,0.5,1,0.066,-1.7,-1,-2.6,-0.1,0.616438356,-0.256033831,9.787330317,9787330.317
197,Jose Alvarado,27,2TM,PG,62,1,1240,0.542,16.1,1,1,2,0.078,-1.5,0.2,-1.3,0.2,,-0.256447479,9.742081448,9742081.448
186,Tari Eason,24,HOU,PF,49,32,1276,0.51,18.8,0.2,1.9,2.1,0.079,-1.9,0.3,-1.6,0.1,0.605633803,-0.256665585,9.696832579,9696832.579
278,Isaiah Jackson,24,IND,C,38,14,638,0.615,16,0.7,0.7,1.4,0.105,-3.1,0.3,-2.8,-0.1,0.222222222,-0.258919452,9.65158371,9651583.71
314,Dylan Cardwell,24,SAC,C,35,1,722,0.578,11.1,1.1,0.7,1.8,0.12,-2.6,0.4,-2.2,0,0.260273973,-0.25949293,9.606334842,9606334.842
377,Tyrese Proctor,21,CLE,PG,42,1,436,0.53,20.9,0.1,0.4,0.4,0.047,-3.1,-0.6,-3.7,-0.2,0.625,-0.260331341,9.561085973,9561085.973
