Rk,Player,Age,Team,Pos,G,GS,MP,TS%,USG%,OWS,DWS,WS,WS48,OBPM,DBPM,BPM,VORP,WIN %,VALUE,AAV,ACE
344,Aaron Holiday,29,HOU,PG,46,1,608,0.559,17.7,0.5,0.5,1,0.079,-2.6,-0.3,-2.9,-0.1,0.605633803,-0.261060279,9.515837104,9515837.104
308,Ousmane Dieng,22,2TM,C,46,10,744,0.553,16.6,0.2,0.7,0.9,0.058,-1.5,-0.4,-1.8,0,,-0.263077178,9.470588235,9470588.235
363,Scoot Henderson,21,POR,PG,21,3,496,0.545,25.9,0,0.4,0.3,0.033,-2.4,-1.2,-3.6,-0.2,0.493150685,-0.263303418,9.425339367,9425339.367
82,Jake LaRavia,24,LAL,PF,72,34,1775,0.571,14.9,1.7,1.7,3.4,0.092,-1.4,0.2,-1.1,0.4,0.638888889,-0.266475682,9.380090498,9380090.498
185,Khris Middleton,34,DAL,SF,20,10,451,0.548,22.5,0,0.3,0.3,0.032,-2.4,-1.3,-3.7,-0.2,0.319444444,-0.266657612,9.334841629,9334841.629
376,Amir Coffey,28,2TM,SG,43,2,437,0.593,11.1,0.6,0.2,0.8,0.088,-2.1,-1,-3.1,-0.1,,-0.26708463,9.28959276,9289592.76
135,Dennis Schröder,32,SAC,PG,40,14,1056,0.531,22.5,0.4,0.2,0.6,0.028,-0.1,-1.9,-1.9,0,0.260273973,-0.27076148,9.244343891,9244343.891
304,Jaden Hardy,23,DAL,SG,34,4,428,0.551,23.4,-0.1,0.2,0.1,0.015,-1.9,-1.9,-3.8,-0.2,0.319444444,-0.27195017,9.199095023,9199095.023
135,Dennis Schröder,32,CLE,PG,21,2,453,0.504,18.8,0,0.4,0.4,0.044,-3,-0.4,-3.4,-0.1,0.625,-0.272455248,9.153846154,9153846.154
198,Ryan Dunn,23,PHO,SF,63,14,1232,0.529,13.8,0.7,1.6,2.3,0.089,-2,1.1,-1,0.3,0.547945205,-0.273807451,9.108597285,9108597.285
368,Jamison Battle,24,TOR,SF,53,2,479,0.641,14,0.4,0.4,0.8,0.079,-1.7,-1.2,-3,-0.1,0.563380282,-0.274914375,9.063348416,9063348.416
334,Jonathan Kuminga,23,GSW,PF,20,13,476,0.543,23.9,-0.2,0.5,0.2,0.025,-2.5,-1.2,-3.6,-0.2,0.472222222,-0.275963829,9.018099548,9018099.548
280,Nae'Qwan Tomlin,25,CLE,PF,56,2,858,0.531,15.5,0.8,1,1.8,0.1,-2.6,0.4,-2.2,0,0.625,-0.276653504,8.972850679,8972850.679
384,Tony Bradley,28,IND,C,38,3,416,0.604,14.5,0.7,0.2,0.9,0.1,-2.4,-1.7,-4.1,-0.2,0.222222222,-0.279374472,8.92760181,8927601.81
210,Ziaire Williams,24,BRK,SF,52,10,1187,0.589,18.1,0.7,0.9,1.6,0.065,-1.9,0.2,-1.7,0.1,0.236111111,-0.286031853,8.882352941,8882352.941
241,Mouhamed Gueye,23,ATL,PF,68,7,1060,0.544,12.7,0.7,1.6,2.4,0.107,-2.7,1.2,-1.5,0.1,0.555555556,-0.29188231,8.837104072,8837104.072
219,Yves Missi,21,NOP,C,60,10,1151,0.551,12.7,1.4,1,2.4,0.101,-1.4,-0.3,-1.6,0.1,0.342465753,-0.294554471,8.791855204,8791855.204
50,Kris Dunn,31,LAC,PG,72,63,1983,0.589,12.7,1.8,1.9,3.7,0.089,-2.1,1.3,-0.8,0.6,0.5,-0.296732845,8.746606335,8746606.335
312,Lonzo Ball,28,CLE,PG,35,3,728,0.432,13.7,-0.4,1.1,0.7,0.044,-2.9,1.8,-1.1,0.2,0.625,-0.301914798,8.701357466,8701357.466
309,Jalen Pickett,26,DEN,SG,45,18,738,0.546,14.3,0.6,0.4,1,0.064,-1,-1,-2,0,0.616438356,-0.301988765,8.656108597,8656108.597
310,Jabari Walker,23,PHI,PF,59,6,735,0.557,15.1,0.8,0.7,1.5,0.1,-2.2,-0.6,-2.8,-0.2,0.541666667,-0.306100226,8.610859729,8610859.729
166,Ron Holland,20,DET,SF,67,5,1344,0.529,18.9,0,2.5,2.5,0.09,-3.2,1.3,-1.9,0,0.732394366,-0.307522028,8.56561086,8565610.86
156,Vít Krejčí,25,2TM,PG,64,8,1387,0.611,14.6,1.5,1.2,2.8,0.096,-1.5,-0.1,-1.6,0.1,,-0.312707334,8.520361991,8520361.991
191,Will Richard,23,GSW,SG,62,19,1262,0.605,13.6,1.1,1.4,2.5,0.095,-2.4,1,-1.4,0.2,0.472222222,-0.313614976,8.475113122,8475113.122
358,Rasheer Fleming,21,PHO,PF,47,0,531,0.516,15.7,0.2,0.6,0.8,0.072,-2.4,-1,-3.5,-0.2,0.547945205,-0.316763263,8.429864253,8429864.253
267,De'Anthony Melton,27,GSW,PG,41,17,933,0.523,26.5,-0.5,1.2,0.7,0.036,-2.6,0.1,-2.5,-0.1,0.472222222,-0.317812443,8.384615385,8384615.385
260,Taylor Hendricks,22,2TM,PF,53,11,983,0.575,16.1,0.5,0.7,1.2,0.06,-1,-0.9,-1.9,0,,-0.321752571,8.339366516,8339366.516
235,Coby White,25,CHI,SG,29,26,843,0.586,27.3,0.3,0.4,0.7,0.042,-1,-2.3,-3.3,-0.3,0.408450704,-0.323287983,8.294117647,8294117.647
197,Jose Alvarado,27,NOP,PG,41,0,896,0.558,15.8,0.6,0.5,1.1,0.058,-1.5,-0.5,-2,0,0.342465753,-0.324552881,8.248868778,8248868.778
163,Brook Lopez,37,LAC,C,65,30,1358,0.546,17,0.2,1.4,1.6,0.056,-1.7,0.3,-1.3,0.2,0.5,-0.325711665,8.20361991,8203619.91
160,Bennedict Mathurin,23,IND,SF,28,24,891,0.589,23.2,0.3,0.4,0.7,0.037,-1.1,-1.8,-2.9,-0.2,0.222222222,-0.325964376,8.158371041,8158371.041
286,Mike Conley,38,MIN,PG,47,9,838,0.492,11.3,0.7,0.8,1.5,0.084,-2.6,0.7,-1.9,0,0.611111111,-0.331193187,8.113122172,8113122.172
379,Bogdan Bogdanović,33,LAC,SG,21,3,429,0.507,18.4,-0.2,0.3,0.1,0.008,-2.9,-0.9,-3.9,-0.2,0.5,-0.333162773,8.067873303,8067873.303
268,Tyus Jones,29,ORL,PG,48,8,754,0.448,9.8,0.3,0.7,1,0.063,-2.7,1.1,-1.7,0.1,0.527777778,-0.337105267,8.022624434,8022624.434
200,Josh Okogie,27,HOU,SG,68,29,1223,0.553,11.3,1,1.4,2.4,0.092,-2.5,1.1,-1.4,0.2,0.605633803,-0.338060706,7.977375566,7977375.566
173,Egor Dёmin,19,BRK,PG,52,45,1308,0.561,18.8,0.2,0.7,0.9,0.034,-0.8,-0.8,-1.6,0.1,0.236111111,-0.344320928,7.932126697,7932126.697
112,P.J. Washington,27,DAL,PF,53,50,1648,0.534,20.3,-0.3,2,1.6,0.047,-1.7,0.2,-1.5,0.2,0.319444444,-0.345118468,7.886877828,7886877.828
315,Kobe Brown,26,IND,PF,18,4,425,0.624,14.9,0.3,0.2,0.5,0.052,-2.3,-2.2,-4.5,-0.3,0.222222222,-0.35428191,7.841628959,7841628.959
52,Max Christie,22,DAL,SG,67,58,1974,0.608,16.6,1.3,1.3,2.6,0.063,-0.8,-0.5,-1.4,0.3,0.319444444,-0.354444887,7.79638009,7796380.09
354,Drew Eubanks,28,SAC,C,42,11,552,0.605,16.3,0.3,0.3,0.6,0.053,-3,-0.8,-3.8,-0.2,0.260273973,-0.361156171,7.751131222,7751131.222
260,Taylor Hendricks,22,UTA,PF,33,6,492,0.574,13.6,0.3,0.1,0.4,0.037,-1.7,-1.7,-3.5,-0.2,0.291666667,-0.362285706,7.705882353,7705882.353
160,Bennedict Mathurin,23,2TM,SF,44,25,1372,0.576,25.4,0.7,0.9,1.6,0.055,-1.2,-1.6,-2.8,-0.3,,-0.3670663,7.660633484,7660633.484
371,Cam Christie,20,LAC,SG,48,0,450,0.496,16.9,-0.1,0.3,0.2,0.023,-3.3,-0.9,-4.2,-0.3,0.5,-0.368729115,7.615384615,7615384.615
303,Jaylen Clark,24,MIN,SG,61,0,761,0.53,13.2,0.5,0.9,1.4,0.087,-3.4,0.7,-2.7,-0.1,0.611111111,-0.369781517,7.570135747,7570135.747
276,Bryce McGowens,23,NOP,SG,42,13,880,0.61,14.1,1.4,0.3,1.8,0.097,-2,-0.9,-2.9,-0.2,0.342465753,-0.371026092,7.524886878,7524886.878
249,Hugo González,19,BOS,SF,66,3,1009,0.547,11.8,0.4,1.6,2,0.094,-3.4,1.6,-1.9,0,0.661971831,-0.371470392,7.479638009,7479638.009
285,Jordan Poole,26,NOP,PG,35,6,843,0.529,24.9,0,0.3,0.3,0.015,-0.9,-2.4,-3.2,-0.3,0.342465753,-0.373088025,7.43438914,7434389.14
133,Isaiah Collier,21,UTA,PG,59,19,1517,0.567,20.5,1.5,0.3,1.8,0.057,-0.6,-1.9,-2.5,-0.2,0.291666667,-0.37380895,7.389140271,7389140.271
256,Jarred Vanderbilt,26,LAL,PF,56,3,993,0.542,12.3,0.4,1.2,1.6,0.077,-2.5,0.7,-1.8,0,0.638888889,-0.375185387,7.343891403,7343891.403
340,Anthony Gill,33,WAS,PF,44,2,620,0.635,12.1,0.7,0.2,0.8,0.065,-2.2,-1.1,-3.2,-0.2,0.225352113,-0.377926863,7.298642534,7298642.534
253,Caleb Love,24,POR,SG,45,1,999,0.5,23,-0.1,0.7,0.6,0.029,-1.2,-1.6,-2.9,-0.2,0.493150685,-0.379560237,7.253393665,7253393.665
221,Jordan Clarkson,33,NYK,SG,63,1,1144,0.553,21.2,0.8,1,1.7,0.073,-1.7,-1.5,-3.2,-0.4,0.657534247,-0.380339214,7.208144796,7208144.796
300,Tyrese Martin,26,BRK,SG,37,6,696,0.507,18.7,-0.1,0.3,0.2,0.015,-1.5,-1.6,-3.1,-0.2,0.236111111,-0.382034943,7.162895928,7162895.928
323,Nick Richards,28,CHI,C,19,3,438,0.581,18.3,0,0.5,0.5,0.051,-4,-1.4,-5.4,-0.4,0.408450704,-0.382515022,7.117647059,7117647.059
348,Zeke Nnaji,25,DEN,PF,48,3,577,0.562,13.9,0.2,0.6,0.8,0.068,-3.4,-0.1,-3.5,-0.2,0.616438356,-0.382591331,7.07239819,7072398.19
92,Kyle Kuzma,30,MIL,PF,65,40,1715,0.581,21.6,1,1,2,0.056,-1,-1.3,-2.3,-0.2,0.408450704,-0.386784363,7.027149321,7027149.321
362,Dalton Knecht,24,LAL,SF,48,1,509,0.55,17.4,-0.1,0.3,0.3,0.026,-2.6,-1.7,-4.3,-0.3,0.638888889,-0.390700944,6.981900452,6981900.452
342,Gary Harris,31,MIL,SG,45,2,617,0.611,8.1,0.4,0.3,0.7,0.055,-3.4,0.7,-2.7,-0.1,0.408450704,-0.391830735,6.936651584,6936651.584
222,Kris Murray,25,POR,SF,48,15,1133,0.537,10.8,0.7,1,1.7,0.074,-2.3,0.7,-1.6,0.1,0.493150685,-0.392813641,6.891402715,6891402.715
223,Svi Mykhailiuk,28,UTA,SF,48,41,1123,0.623,14.3,1.3,-0.2,1.1,0.048,0,-2,-1.9,0,0.291666667,-0.396505941,6.846153846,6846153.846
248,Jared McCain,21,PHI,SG,37,1,620,0.506,18.5,-0.2,0.5,0.3,0.023,-3,-0.8,-3.7,-0.3,0.541666667,-0.404748364,6.800904977,6800904.977
195,Keon Ellis,26,SAC,SG,43,5,758,0.536,13.7,0,0.4,0.4,0.024,-2.9,0.8,-2,0,0.260273973,-0.41133212,6.755656109,6755656.109
204,Nicolas Batum,37,LAC,PF,66,6,1210,0.597,9.5,0.4,1.1,1.5,0.06,-1.9,0.6,-1.3,0.2,0.5,-0.416412715,6.71040724,6710407.24
214,De'Andre Hunter,28,CLE,SF,43,23,1125,0.553,22.9,0.4,1,1.4,0.059,-2.1,-1.3,-3.4,-0.4,0.625,-0.417550383,6.665158371,6665158.371
331,Carter Bryant,20,SAS,PF,61,0,660,0.5,17,-0.2,1,0.8,0.057,-3.7,-0.2,-3.9,-0.3,0.75,-0.418931929,6.619909502,6619909.502
366,Sharife Cooper,24,WAS,PG,30,1,483,0.57,19.1,0.1,0,0.1,0.01,-2.5,-2.8,-5.3,-0.4,0.225352113,-0.427112611,6.574660633,6574660.633
209,Danny Wolf,21,BRK,PF,57,15,1187,0.521,20.6,-0.1,1,0.9,0.035,-2.2,-0.3,-2.5,-0.2,0.236111111,-0.427161974,6.529411765,6529411.765
315,Kobe Brown,26,2TM,PF,52,4,720,0.581,15.6,0.4,0.4,0.8,0.053,-1.9,-1.8,-3.6,-0.3,,-0.427586786,6.484162896,6484162.896
135,Dennis Schröder,32,2TM,PG,61,16,1509,0.524,21.4,0.5,0.6,1,0.033,-0.9,-1.4,-2.4,-0.1,,-0.429327482,6.438914027,6438914.027
374,Elijah Harkless,25,UTA,SG,23,6,447,0.5,16.2,0,0.2,0.2,0.023,-4.6,-0.5,-5.1,-0.3,0.291666667,-0.430761108,6.393665158,6393665.158
232,Kentavious Caldwell-Pope,32,MEM,SG,51,14,1088,0.533,17.6,0.2,0.7,0.9,0.041,-2.3,-0.2,-2.5,-0.1,0.338028169,-0.435801862,6.34841629,6348416.29
251,Gradey Dick,22,TOR,SG,66,1,1002,0.546,18.2,0.3,1.2,1.5,0.07,-3,-0.3,-3.3,-0.3,0.563380282,-0.435976448,6.303167421,6303167.421
281,Caleb Martin,30,DAL,SF,58,12,856,0.526,12.6,0,0.9,0.9,0.051,-4,1.7,-2.2,0,0.319444444,-0.43972811,6.257918552,6257918.552
359,Cole Anthony,25,MIL,PG,35,0,527,0.483,25.8,-0.9,0.4,-0.4,-0.041,-3.9,-0.9,-4.8,-0.4,0.408450704,-0.441088931,6.212669683,6212669.683
203,Walter Clayton,22,UTA,PG,45,0,811,0.54,17.3,0.3,0.1,0.4,0.022,-1.8,-1.4,-3.2,-0.2,0.291666667,-0.442373124,6.167420814,6167420.814
5,Toumani Camara,25,POR,PF,73,73,2427,0.571,16.2,1.5,2.1,3.5,0.07,-1.3,-0.3,-1.6,0.3,0.493150685,-0.442884503,6.122171946,6122171.946
383,Ethan Thompson,26,IND,SG,24,6,417,0.482,14.6,-0.2,0.2,0,-0.001,-4.5,-0.2,-4.8,-0.3,0.222222222,-0.444654189,6.076923077,6076923.077
298,Keegan Murray,25,SAC,PF,23,22,793,0.499,18.7,-0.2,0.4,0.2,0.009,-2.1,-1.1,-3.2,-0.2,0.260273973,-0.444734603,6.031674208,6031674.208
275,Cam Thomas,24,BRK,SG,24,8,582,0.527,30.2,-0.2,0,-0.2,-0.018,-0.8,-4.3,-5.1,-0.4,0.236111111,-0.451230641,5.986425339,5986425.339
230,Adem Bona,22,PHI,C,62,14,1097,0.624,11.2,1.2,1.3,2.5,0.109,-3.2,0.4,-2.9,-0.2,0.541666667,-0.454393339,5.941176471,5941176.471
305,Jamir Watkins,24,WAS,SG,39,5,756,0.545,13.9,0.4,0.4,0.8,0.052,-3.1,0,-3.2,-0.2,0.225352113,-0.45679168,5.895927602,5895927.602
300,Tyrese Martin,26,2TM,SG,45,6,775,0.501,18.4,-0.3,0.4,0.1,0.008,-1.9,-1.4,-3.3,-0.3,,-0.456910288,5.850678733,5850678.733
296,Nikola Jović,22,MIA,PF,46,1,795,0.481,21.3,-0.9,1,0.1,0.007,-3.5,0.1,-3.3,-0.3,0.527777778,-0.4571092,5.805429864,5805429.864
172,Bilal Coulibaly,21,WAS,SG,49,49,1315,0.531,18.9,0.1,0.8,0.9,0.033,-2.1,-0.2,-2.3,-0.1,0.225352113,-0.461694418,5.760180995,5760180.995
161,Zaccharie Risacher,20,ATL,SF,58,45,1370,0.554,17.8,0.3,1.6,1.9,0.067,-2.3,-0.3,-2.6,-0.2,0.555555556,-0.462590614,5.714932127,5714932.127
103,Maxime Raynaud,22,SAC,C,65,47,1675,0.611,18.1,2,0.8,2.8,0.081,-1.3,-1.6,-2.9,-0.4,0.260273973,-0.465973311,5.669683258,5669683.258
130,Brice Sensabaugh,22,UTA,SF,67,15,1528,0.582,24.6,0.8,0.1,0.9,0.03,0,-3.1,-3,-0.4,0.291666667,-0.473700124,5.624434389,5624434.389
203,Walter Clayton,22,MEM,PG,16,4,401,0.465,19.7,-0.4,0.3,-0.1,-0.014,-4.2,-2.4,-6.6,-0.5,0.338028169,-0.475734316,5.57918552,5579185.52
304,Jaden Hardy,23,2TM,SG,50,4,757,0.568,24.2,-0.2,0.2,-0.1,-0.004,-1.4,-2.9,-4.4,-0.5,,-0.484805037,5.533936652,5533936.652
268,Tyus Jones,29,3TM,PG,63,10,931,0.443,10.5,0.2,0.7,1,0.05,-2.9,0.5,-2.4,-0.1,,-0.486543401,5.488687783,5488687.783
347,Daeqwon Plowden,27,SAC,SG,23,3,581,0.548,16,0.3,0.1,0.4,0.033,-2.8,-2.2,-5.1,-0.5,0.260273973,-0.494658245,5.443438914,5443438.914
336,Johnny Furphy,21,IND,SG,35,21,643,0.547,12.8,0,0.5,0.5,0.034,-3.9,0,-3.8,-0.3,0.222222222,-0.49967233,5.398190045,5398190.045
158,Spencer Jones,24,DEN,SF,61,36,1377,0.622,9.8,1.5,1.1,2.6,0.09,-2.4,0,-2.4,-0.1,0.616438356,-0.505981938,5.352941176,5352941.176
185,Khris Middleton,34,WAS,SF,34,34,827,0.531,19.6,0.1,0.1,0.2,0.011,-2.6,-1.4,-4,-0.4,0.225352113,-0.513806379,5.307692308,5307692.308
252,Jericho Sims,27,MIL,C,56,12,1000,0.819,8.7,1.6,0.6,2.1,0.103,-2.7,-0.9,-3.6,-0.4,0.408450704,-0.516720648,5.262443439,5262443.439
100,Rui Hachimura,27,LAL,PF,59,35,1684,0.617,14.8,1.7,0.9,2.6,0.073,-0.9,-1.5,-2.4,-0.2,0.638888889,-0.524351167,5.21719457,5217194.57
117,Draymond Green,35,GSW,PF,59,59,1611,0.533,16.6,-0.6,1.9,1.3,0.038,-2.6,0.9,-1.7,0.1,0.472222222,-0.528141107,5.171945701,5171945.701
335,Tre Mann,24,CHO,PG,47,1,645,0.464,23.1,-0.7,0.7,0,-0.003,-4.3,-0.9,-5.2,-0.5,0.527777778,-0.530144973,5.126696833,5126696.833
306,Gabe Vincent,29,LAL,PG,29,7,559,0.512,11.5,0.1,0.2,0.3,0.026,-3.9,-1,-4.9,-0.4,0.638888889,-0.536309854,5.081447964,5081447.964
214,De'Andre Hunter,28,2TM,SF,45,25,1176,0.545,22.8,0.1,1,1.1,0.047,-2.5,-1.5,-3.9,-0.6,,-0.537336513,5.036199095,5036199.095
372,Jahmai Mashack,23,MEM,SG,24,3,449,0.446,14.5,-0.5,0.4,-0.1,-0.009,-5.8,0,-5.8,-0.4,0.338028169,-0.54779089,4.988687783,4988687.783
345,Dorian Finney-Smith,32,HOU,PF,34,1,584,0.435,10.4,-0.2,0.5,0.4,0.031,-4.7,0,-4.7,-0.4,0.605633803,-0.552820841,4.932126697,4932126.697
127,Jamal Shead,23,TOR,PG,71,8,1565,0.483,15.7,0.5,1.6,2.1,0.064,-2.4,0,-2.5,-0.2,0.563380282,-0.56538861,4.875565611,4875565.611
110,Sion James,23,CHO,SG,72,19,1652,0.549,10.6,1.1,1.6,2.7,0.08,-3,0.9,-2.1,0,0.527777778,-0.57056822,4.819004525,4819004.525
271,Ochai Agbaji,25,TOR,SG,42,13,650,0.495,13.3,0,0.6,0.6,0.046,-4.8,-0.1,-4.9,-0.5,0.563380282,-0.574134947,4.762443439,4762443.439
370,Kam Jones,23,IND,SG,30,7,463,0.486,14.1,-0.2,0.1,0,-0.002,-4.5,-2,-6.4,-0.5,0.222222222,-0.579719119,4.705882353,4705882.353
190,Aaron Nesmith,26,IND,SF,43,40,1267,0.546,19.7,0.2,0.5,0.7,0.026,-1.7,-1.8,-3.5,-0.5,0.222222222,-0.595918288,4.649321267,4649321.267
264,Ryan Nembhard,22,DAL,PG,51,21,956,0.497,17.5,0.1,0.5,0.6,0.029,-2.4,-1.8,-4.2,-0.5,0.319444444,-0.597277333,4.592760181,4592760.181
323,Nick Richards,28,2TM,C,47,5,692,0.565,18.3,-0.2,0.8,0.7,0.046,-4.8,-1.2,-5.9,-0.7,,-0.597289915,4.536199095,4536199.095
329,Jalen Wilson,25,BRK,PF,46,1,669,0.539,17.1,-0.1,0.3,0.2,0.013,-3.5,-1.9,-5.5,-0.6,0.236111111,-0.600398224,4.479638009,4479638.009
273,Rayan Rupert,21,POR,SG,48,0,577,0.447,12.7,-0.5,0.6,0.1,0.009,-5.8,0.7,-5.1,-0.5,0.493150685,-0.60800442,4.423076923,4423076.923
71,Jaylen Wells,22,MEM,SG,69,69,1821,0.559,19.3,1,0.9,1.9,0.051,-1.8,-1.3,-3.1,-0.5,0.338028169,-0.627626257,4.366515837,4366515.837
271,Ochai Agbaji,25,2TM,SG,58,13,900,0.526,14.2,0,0.8,0.8,0.043,-3.6,-0.4,-4,-0.5,,-0.628556181,4.309954751,4309954.751
91,Marcus Smart,31,LAL,SG,60,53,1725,0.547,15.3,0.5,1.5,1.9,0.054,-2.8,0.5,-2.4,-0.2,0.638888889,-0.643518175,4.253393665,4253393.665
275,Cam Thomas,24,2TM,SG,42,8,881,0.53,30.3,-0.5,0.1,-0.4,-0.021,-1.2,-4,-5.2,-0.7,,-0.645017258,4.196832579,4196832.579
306,Gabe Vincent,29,2TM,PG,44,7,755,0.498,12.2,0.1,0.3,0.5,0.029,-3.9,-0.9,-4.9,-0.6,,-0.663037958,4.140271493,4140271.493
185,Khris Middleton,34,2TM,SF,54,44,1278,0.538,20.6,0,0.5,0.5,0.019,-2.5,-1.4,-3.9,-0.6,,-0.666560316,4.083710407,4083710.407
179,Ben Sheppard,24,IND,SG,60,19,1285,0.556,13.7,0.7,0.5,1.2,0.045,-2.5,-0.7,-3.2,-0.4,0.222222222,-0.679155167,4.027149321,4027149.321
361,Jordan Hawkins,23,NOP,SG,43,0,517,0.429,17.2,-0.8,0.1,-0.6,-0.058,-4.5,-3.1,-7.6,-0.7,0.342465753,-0.67924184,3.970588235,3970588.235
76,Bruce Brown,29,DEN,SG,73,2,1796,0.556,14.2,0.9,1.5,2.5,0.066,-2.6,0,-2.5,-0.3,0.616438356,-0.683923708,3.914027149,3914027.149
202,Kobe Sanders,23,LAC,SG,59,16,1217,0.582,15.9,0.1,0.8,0.9,0.035,-3.1,-0.5,-3.6,-0.5,0.5,-0.68875603,3.857466063,3857466.063
96,Noah Clowney,21,BRK,PF,62,56,1695,0.556,20.3,0.1,1,1.2,0.033,-2,-1.3,-3.3,-0.6,0.236111111,-0.69110919,3.800904977,3800904.977
320,Micah Peavy,24,NOP,SG,52,1,706,0.435,14.8,-0.2,0.4,0.1,0.01,-4.6,-1,-5.6,-0.6,0.342465753,-0.695688329,3.744343891,3744343.891
114,Luguentz Dort,26,OKC,SF,59,59,1634,0.507,14.1,-0.3,2.7,2.4,0.07,-3.3,0.6,-2.7,-0.3,0.791666667,-0.710298349,3.687782805,3687782.805
146,Terance Mann,29,BRK,SG,59,48,1439,0.561,13.6,1.2,0.5,1.7,0.058,-2.6,-0.8,-3.4,-0.5,0.236111111,-0.722950862,3.631221719,3631221.719
142,Herbert Jones,27,NOP,SF,50,50,1456,0.496,15.1,-0.2,1.1,0.9,0.031,-3.6,0.8,-2.8,-0.3,0.342465753,-0.726986199,3.574660633,3574660.633
70,Jarace Walker,22,IND,PF,71,36,1832,0.543,20.5,-0.9,1.3,0.4,0.012,-1.9,-0.9,-2.8,-0.4,0.222222222,-0.730597253,3.518099548,3518099.548
318,Rob Dillingham,21,2TM,PG,54,0,717,0.447,22.6,-1.4,0.8,-0.6,-0.041,-6.4,-0.2,-6.6,-0.8,,-0.749958177,3.461538462,3461538.462
203,Walter Clayton,22,2TM,PG,61,4,1212,0.514,18.1,-0.1,0.3,0.3,0.01,-2.6,-1.7,-4.3,-0.7,,-0.765525191,3.404977376,3404977.376
95,Ace Bailey,19,UTA,SF,63,52,1705,0.545,20.9,0.3,0.3,0.6,0.016,-1.3,-2.4,-3.7,-0.7,0.291666667,-0.767028905,3.34841629,3348416.29
73,Jeremiah Fears,19,NOP,PG,73,44,1812,0.518,25,-1.3,1.3,0,0,-2.1,-1.3,-3.4,-0.6,0.342465753,-0.806855393,3.291855204,3291855.204
165,Tre Johnson,19,WAS,SG,56,38,1348,0.542,22.5,-0.4,-0.1,-0.4,-0.015,-1.7,-2.8,-4.5,-0.8,0.225352113,-0.819445821,3.235294118,3235294.118
330,Ben Saraf,19,BRK,SG,35,6,663,0.473,20.3,-1.3,0.4,-0.9,-0.067,-6.3,-1.6,-7.9,-1,0.236111111,-0.826370512,3.178733032,3178733.032
178,Will Riley,19,WAS,SF,63,12,1285,0.547,19.2,0.3,-0.1,0.2,0.007,-2.1,-2.7,-4.8,-0.9,0.225352113,-0.827862276,3.122171946,3122171.946
206,Patrick Williams,24,CHI,PF,61,4,1199,0.506,16.6,-0.8,0.8,0,0.001,-3.2,-1.1,-4.3,-0.7,0.408450704,-0.845327941,3.06561086,3065610.86
273,Rayan Rupert,21,2TM,SG,59,4,896,0.484,13.4,-0.5,0.9,0.4,0.021,-5.5,0,-5.5,-0.8,,-0.849334375,3.009049774,3009049.774
139,Isaac Okoro,25,CHI,SG,55,55,1480,0.565,13.6,1.1,0.6,1.7,0.057,-3.2,-1,-4.2,-0.8,0.408450704,-0.873667736,2.952488688,2952488.688
164,Sidy Cissoko,21,POR,SF,66,26,1355,0.521,12.7,0.1,1.1,1.2,0.043,-4.4,0.4,-4,-0.7,0.493150685,-0.881921555,2.895927602,2895927.602
61,A.J. Green,26,MIL,SG,67,60,1904,0.616,13.5,1.4,0.4,1.7,0.044,-2,-1.7,-3.7,-0.8,0.408450704,-0.97508494,2.839366516,2839366.516
194,Gary Trent Jr.,27,MIL,SG,59,17,1246,0.531,16.3,-0.1,0.2,0.1,0.003,-3.1,-2.2,-5.3,-1,0.408450704,-0.978471115,2.78280543,2782805.43
184,Cody Williams,21,UTA,SG,57,31,1278,0.538,14.4,0.2,0.1,0.4,0.013,-3.3,-1.8,-5.1,-1,0.291666667,-1.008386956,2.726244344,2726244.344
239,Drake Powell,20,BRK,SG,54,16,1063,0.535,14.6,-0.3,0.3,0,0.002,-4.6,-1.5,-6,-1.1,0.236111111,-1.024355488,2.669683258,2669683.258
234,Nolan Traoré,19,BRK,PG,49,26,1082,0.471,21.7,-1.9,0.5,-1.4,-0.064,-4.9,-2.2,-7.1,-1.4,0.236111111,-1.091838167,2.613122172,2613122.172
120,Nique Clifford,23,SAC,SG,67,21,1600,0.496,16.3,-1,0.6,-0.4,-0.012,-3.9,-0.9,-4.8,-1.1,0.260273973,-1.197956698,2.556561086,2556561.086
54,Bub Carrington,20,WAS,PG,71,37,1967,0.547,17.4,-0.3,0,-0.3,-0.008,-2.4,-2.2,-4.6,-1.3,0.225352113,-1.264321811,2.5,2500000
