Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
476,Riley Minix,25,2TM,SF,5,0,3.8,1.2,1.8,.667,0.2,0.8,.250,1.0,1.0,1.000,.722,0.0,0.0,,0.4,0.6,1.0,0.6,0.2,0.0,0.2,0.4,2.6,,minixri01
476,Riley Minix,25,SAS,SF,3,0,2.7,1.3,2.0,.667,0.3,1.0,.333,1.0,1.0,1.000,.750,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.0,0.3,3.0,,minixri01
476,Riley Minix,25,CLE,SF,2,0,5.5,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.5,1.0,1.5,1.0,0.0,0.0,0.5,0.5,2.0,,minixri01
477,Jonathan Isaac,28,ORL,PF,52,0,10.0,0.9,2.1,.422,0.1,0.7,.184,0.8,1.4,.549,.454,0.7,1.1,.603,0.8,1.7,2.5,0.4,0.4,0.6,0.3,0.8,2.6,,isaacjo01
478,Yuki Kawamura,24,CHI,PG,9,0,11.3,0.7,2.2,.300,0.6,1.8,.313,0.1,0.4,.250,.425,0.7,0.7,1.000,0.6,1.6,2.1,3.1,0.7,0.0,0.7,0.7,2.6,,kawamyu01
479,Mo Bamba,27,2TM,C,4,0,11.0,1.3,2.8,.455,0.0,0.0,,1.3,2.8,.455,.455,0.0,0.0,,2.5,3.0,5.5,0.3,0.0,0.8,0.5,1.5,2.5,,bambamo01
479,Mo Bamba,27,TOR,C,2,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,,bambamo01
479,Mo Bamba,27,UTA,C,2,0,19.0,2.5,4.5,.556,0.0,0.0,,2.5,4.5,.556,.556,0.0,0.0,,4.5,5.5,10.0,0.5,0.0,1.0,1.0,2.0,5.0,,bambamo01
480,Tyson Etienne,26,BRK,PG,11,0,6.4,0.8,2.5,.333,0.8,2.2,.375,0.0,0.3,.000,.500,0.1,0.2,.500,0.1,0.2,0.3,0.6,0.0,0.0,0.4,1.4,2.5,,etienty01
481,Gary Harris,31,MIL,SG,42,2,13.9,0.9,2.0,.446,0.5,1.3,.407,0.4,0.7,.517,.578,0.2,0.2,.889,0.3,1.0,1.3,1.0,0.5,0.2,0.4,1.0,2.5,,harriga01
482,Alijah Martin,24,TOR,SG,16,0,6.4,0.8,2.1,.353,0.2,0.9,.214,0.6,1.3,.450,.397,0.8,1.0,.813,0.4,0.5,0.9,0.5,0.4,0.2,0.3,0.6,2.5,,martial01
483,Jeff Green,39,HOU,PF,25,0,5.4,0.9,2.1,.415,0.5,1.4,.333,0.4,0.7,.588,.528,0.1,0.1,1.000,0.2,0.6,0.8,0.2,0.0,0.0,0.0,0.3,2.4,,greenje02
484,TyTy Washington Jr.,24,LAC,PG,8,0,6.5,1.0,1.8,.571,0.4,0.9,.429,0.6,0.9,.714,.679,0.0,0.0,,0.1,0.1,0.3,1.4,0.5,0.3,0.4,0.5,2.4,,washity02
485,Chris Boucher,33,BOS,PF,9,0,10.4,0.9,2.8,.320,0.2,1.7,.133,0.7,1.1,.600,.360,0.3,0.4,.750,0.2,1.8,2.0,0.3,0.6,0.8,0.1,1.9,2.3,,bouchch01
486,Malevy Leons,26,GSW,SF,13,0,7.8,0.8,2.0,.423,0.2,0.7,.222,0.7,1.3,.529,.462,0.5,0.6,.750,1.0,1.0,2.0,0.5,0.4,0.3,0.2,1.1,2.3,,leonsma01
487,Luke Travers,24,CLE,SG,12,0,8.6,0.8,3.0,.250,0.1,1.3,.063,0.7,1.7,.400,.264,0.8,0.8,1.000,0.8,1.3,2.0,0.8,0.6,0.3,0.3,0.5,2.3,,travelu01
488,JD Davison,23,HOU,PG,25,0,7.4,0.8,2.2,.389,0.3,1.1,.286,0.5,1.0,.500,.463,0.2,0.4,.556,0.1,0.8,0.9,1.1,0.2,0.2,0.3,0.6,2.2,,davisjd01
489,Tristan Enaruna,24,CLE,SF,6,0,5.7,1.0,2.7,.375,0.2,0.8,.200,0.8,1.8,.455,.406,0.0,0.2,.000,0.8,0.7,1.5,0.5,0.2,0.0,0.3,0.2,2.2,,enarutr01
490,Yang Hansen,20,POR,C,39,1,7.1,0.7,2.4,.301,0.1,1.0,.125,0.6,1.4,.434,.328,0.6,0.7,.828,0.5,1.0,1.5,0.6,0.1,0.2,0.8,1.0,2.2,,yangha01
491,Maxi Kleber,34,LAL,PF,35,1,10.9,0.8,1.7,.467,0.2,0.6,.273,0.6,1.1,.579,.517,0.4,0.6,.636,0.8,1.1,1.9,0.6,0.4,0.3,0.4,1.4,2.2,,klebima01
492,E.J. Liddell,25,BRK,PF,13,0,6.1,0.8,1.8,.478,0.3,1.0,.308,0.5,0.8,.700,.565,0.2,0.2,.667,0.2,1.3,1.5,0.2,0.1,0.2,0.4,0.5,2.2,,liddeej01
493,Khaman Maluach,19,PHO,C,32,0,6.9,0.9,1.7,.547,0.1,0.3,.182,0.8,1.3,.643,.566,0.3,0.5,.733,0.8,1.2,1.9,0.2,0.1,0.5,0.7,0.8,2.2,,maluakh01
494,Hunter Tyson,25,DEN,PF,21,2,7.7,0.7,2.5,.269,0.3,1.6,.212,0.3,0.9,.368,.337,0.5,0.6,.846,0.2,1.5,1.7,0.8,0.1,0.0,0.2,0.6,2.2,,tysonhu01
495,Bronny James,21,LAL,SG,32,1,7.0,0.8,2.0,.397,0.4,0.9,.414,0.4,1.1,.382,.492,0.1,0.2,.800,0.1,0.3,0.5,1.2,0.3,0.1,0.4,0.5,2.1,,jamesbr02
496,Lindy Waters III,28,SAS,SG,34,0,6.5,0.7,1.9,.379,0.6,1.7,.345,0.1,0.2,.625,.530,0.0,0.0,1.000,0.1,0.6,0.6,0.4,0.1,0.0,0.1,0.5,2.1,,waterli01
497,Dalano Banton,26,2TM,PG,5,0,5.0,0.8,1.8,.444,0.0,0.0,,0.8,1.8,.444,.444,0.4,0.4,1.000,0.2,0.0,0.2,0.8,0.2,0.2,0.4,0.2,2.0,,bantoda01
497,Dalano Banton,26,LAC,PG,2,0,5.0,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.0,,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,3.0,,bantoda01
497,Dalano Banton,26,BOS,PG,3,0,5.0,0.3,1.7,.200,0.0,0.0,,0.3,1.7,.200,.200,0.7,0.7,1.000,0.0,0.0,0.0,0.7,0.0,0.3,0.3,0.3,1.3,,bantoda01
498,Hunter Dickinson,25,NOP,C,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,dickihu01
499,Trentyn Flowers,20,CHI,SF,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,2.0,,flowetr01
500,Keshon Gilbert,22,WAS,PG,3,0,16.0,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,1.3,1.3,1.000,0.7,1.0,1.7,1.0,0.7,1.3,2.0,1.0,2.0,,gilbeke01
501,Colby Jones,23,DET,SG,1,0,7.0,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,,jonesco02
502,Johnny Juzang,24,MIN,SG,21,0,4.2,0.8,1.8,.421,0.3,1.1,.250,0.5,0.7,.714,.500,0.2,0.4,.625,0.2,0.6,0.8,0.3,0.1,0.0,0.2,0.1,2.0,,juzanjo01
503,Isaiah Livers,27,PHO,PF,33,0,10.1,0.7,1.8,.361,0.4,1.2,.308,0.3,0.7,.455,.459,0.3,0.4,.750,0.6,1.2,1.8,0.6,0.4,0.2,0.4,0.8,2.0,,liveris01
504,Wendell Moore Jr.,24,DET,SG,5,0,10.8,0.8,1.4,.571,0.0,0.2,.000,0.8,1.2,.667,.571,0.4,0.4,1.000,0.2,1.0,1.2,0.6,0.4,0.4,0.2,0.2,2.0,,moorewe01
505,Chris Youngblood,23,OKC,SG,32,0,5.4,0.6,1.9,.333,0.5,1.6,.314,0.1,0.3,.444,.467,0.3,0.3,.900,0.2,0.7,0.9,0.3,0.1,0.1,0.1,0.6,2.0,,youngch01
506,Caleb Houstan,23,ATL,SF,12,0,4.5,0.6,1.3,.467,0.5,1.0,.500,0.1,0.3,.333,.667,0.3,0.3,1.000,0.3,0.2,0.5,0.2,0.1,0.1,0.3,0.7,1.9,,houstca01
507,Jordan McLaughlin,29,SAS,PG,33,0,5.9,0.7,1.8,.393,0.4,1.0,.375,0.4,0.9,.414,.492,0.1,0.2,.800,0.1,0.5,0.7,0.7,0.4,0.0,0.4,0.3,1.9,,mclaujo01
508,Ariel Hukporti,23,NYK,C,48,4,9.0,0.7,1.3,.550,0.0,0.1,.250,0.7,1.2,.571,.558,0.4,0.6,.750,0.9,1.9,2.8,0.5,0.2,0.5,0.6,1.2,1.8,,hukpoar01
509,Harrison Ingram,23,SAS,SF,5,0,3.4,0.8,1.0,.800,0.2,0.2,1.000,0.6,0.8,.750,.900,0.0,0.0,,0.6,0.0,0.6,0.2,0.0,0.0,0.0,0.4,1.8,,ingraha01
510,Bobi Klintman,22,DET,SF,11,0,6.3,0.7,2.4,.308,0.4,1.2,.308,0.4,1.2,.308,.385,0.0,0.3,.000,0.5,1.2,1.6,0.5,0.3,0.0,0.5,1.0,1.8,,klintbo01
511,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,.200,0.0,1.3,.000,0.5,1.3,.400,.200,0.8,1.5,.500,0.3,3.3,3.5,0.5,1.0,0.5,1.0,1.3,1.8,,martico01
512,Kevin McCullar Jr.,24,NYK,SF,19,0,6.7,0.7,1.8,.382,0.3,0.9,.353,0.4,0.9,.412,.471,0.1,0.3,.400,0.5,0.8,1.3,1.0,0.3,0.0,0.6,0.9,1.8,,mcculke01
513,Orlando Robinson,25,ORL,C,4,1,6.3,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.0,0.0,,0.5,0.5,1.0,0.8,0.3,0.0,0.0,0.8,1.8,,robinor01
514,Jahmir Young,25,MIA,PG,10,0,4.7,0.7,2.0,.350,0.2,0.7,.286,0.5,1.3,.385,.400,0.1,0.1,1.000,0.2,0.2,0.4,0.6,0.1,0.0,0.2,0.5,1.7,,youngja05
515,Xavier Tillman Sr.,27,2TM,C,22,1,6.5,0.7,1.7,.421,0.1,0.8,.176,0.6,1.0,.619,.461,0.0,0.0,,0.7,0.9,1.6,0.4,0.3,0.1,0.3,0.5,1.6,,tillmxa01
515,Xavier Tillman Sr.,27,BOS,C,14,1,7.9,1.0,2.2,.452,0.2,1.1,.200,0.8,1.1,.688,.500,0.0,0.0,,0.7,1.1,1.8,0.4,0.4,0.1,0.4,0.6,2.2,,tillmxa01
515,Xavier Tillman Sr.,27,CHO,C,8,0,4.0,0.3,0.9,.286,0.0,0.3,.000,0.3,0.6,.400,.286,0.0,0.0,,0.8,0.5,1.3,0.4,0.0,0.1,0.1,0.4,0.5,,tillmxa01
516,Mason Plumlee,35,2TM,C,16,2,8.3,0.6,0.8,.750,0.0,0.0,,0.6,0.8,.750,.750,0.5,0.8,.667,0.7,2.0,2.7,1.1,0.5,0.0,0.6,0.7,1.6,,plumlma01
516,Mason Plumlee,35,CHO,C,14,2,8.9,0.6,0.9,.750,0.0,0.0,,0.6,0.9,.750,.750,0.6,0.9,.667,0.7,2.1,2.9,1.1,0.4,0.0,0.6,0.7,1.9,,plumlma01
516,Mason Plumlee,35,SAS,C,2,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,1.0,1.5,0.5,1.0,0.0,0.0,0.5,0.0,,plumlma01
517,Kyle Lowry,39,PHI,PG,9,0,8.4,0.3,1.3,.250,0.3,1.3,.250,0.0,0.0,,.375,0.6,0.7,.833,0.0,0.7,0.7,1.0,0.2,0.1,0.2,0.6,1.6,,lowryky01
518,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,.667,0.0,0.0,,0.8,1.2,.667,.667,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6,,toppija01
519,Buddy Boeheim,26,OKC,SF,4,0,3.8,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,,boehebu01
520,Curtis Jones,24,DEN,SG,6,0,5.2,0.7,2.3,.286,0.2,1.5,.111,0.5,0.8,.600,.321,0.0,0.0,,0.2,0.7,0.8,0.5,0.0,0.0,0.2,0.5,1.5,,jonescu01
521,Adou Thiero,21,LAL,SF,19,0,5.5,0.5,1.1,.476,0.0,0.1,.000,0.5,1.1,.500,.476,0.4,0.5,.800,0.4,0.7,1.1,0.3,0.3,0.1,0.3,0.8,1.5,,thierad01
522,Isaac Jones,25,2TM,PF,5,1,4.8,0.6,1.0,.600,0.0,0.4,.000,0.6,0.6,1.000,.600,0.2,0.4,.500,0.4,0.4,0.8,0.2,0.0,0.0,0.0,0.8,1.4,,jonesis01
522,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.3,0.7,.500,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,,jonesis01
522,Isaac Jones,25,DET,PF,2,0,3.5,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,jonesis01
523,Brooks Barnhizer,23,OKC,SG,33,0,7.8,0.6,1.5,.380,0.2,0.5,.294,0.4,1.0,.424,.430,0.1,0.2,.667,0.3,1.4,1.7,0.5,0.2,0.1,0.2,0.6,1.4,,barnhbr01
524,Isaiah Crawford,24,HOU,SF,11,0,6.1,0.5,1.2,.385,0.2,0.7,.250,0.3,0.5,.600,.462,0.3,0.4,.750,0.2,0.7,0.9,0.4,0.2,0.3,0.2,0.3,1.4,,crawfis01
525,Dillon Jones,24,NYK,SF,5,0,4.8,0.2,1.0,.200,0.2,0.6,.333,0.0,0.4,.000,.300,0.8,0.8,1.000,0.4,0.8,1.2,0.8,0.4,0.0,0.0,0.8,1.4,,jonesdi01
526,Thanasis Antetokounmpo,33,MIL,SF,25,0,3.2,0.4,0.8,.526,0.0,0.1,.000,0.4,0.7,.588,.526,0.5,0.8,.600,0.4,0.4,0.7,0.2,0.4,0.2,0.2,0.4,1.3,,antetth01
527,Nigel Hayes-Davis,31,PHO,SF,27,0,7.2,0.6,1.7,.326,0.1,0.6,.125,0.5,1.1,.433,.348,0.1,0.1,.500,0.4,0.8,1.2,0.3,0.3,0.1,0.3,0.6,1.3,,hayesni01
528,Andre Jackson Jr.,24,MIL,SG,34,0,6.0,0.4,1.7,.237,0.2,1.0,.176,0.2,0.7,.320,.288,0.3,0.3,.900,0.4,0.6,1.0,0.8,0.2,0.1,0.4,0.8,1.3,,jacksan01
529,Lachlan Olbrich,22,CHI,C,24,0,6.4,0.5,1.3,.433,0.1,0.3,.250,0.5,0.9,.500,.467,0.2,0.4,.400,0.7,1.3,1.9,0.7,0.2,0.1,0.3,1.0,1.3,,olbrila01
530,Rocco Zikarsky,19,MIN,C,3,0,4.7,0.7,0.7,1.000,0.0,0.0,,0.7,0.7,1.000,1.000,0.0,0.0,,0.3,1.0,1.3,0.0,0.0,0.7,0.0,0.3,1.3,,zikarro01
531,Javonte Cooke,26,POR,SG,19,0,4.9,0.5,2.2,.220,0.2,1.2,.130,0.3,0.9,.333,.256,0.1,0.1,1.000,0.2,0.8,1.0,0.4,0.3,0.0,0.5,0.3,1.2,,cookeja01
532,Pacôme Dadiet,20,NYK,SG,23,0,3.7,0.3,1.0,.348,0.2,0.7,.333,0.1,0.3,.375,.457,0.3,0.3,1.000,0.1,0.7,0.8,0.4,0.1,0.0,0.0,0.2,1.2,,dadiepa01
533,Jonathan Mogbo,24,TOR,PF,27,0,5.9,0.6,1.1,.517,0.0,0.0,,0.6,1.1,.517,.517,0.1,0.2,.400,0.5,1.0,1.5,0.5,0.2,0.2,0.3,0.6,1.2,,mogbojo01
534,Amari Williams,24,BOS,PF,18,2,6.6,0.4,0.9,.438,0.0,0.0,,0.4,0.9,.438,.438,0.4,0.7,.667,0.4,1.3,1.7,0.4,0.1,0.5,0.4,0.8,1.2,,william01
535,Vladislav Goldin,24,MIA,C,4,0,3.0,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.0,0.0,,0.3,0.8,1.0,0.5,0.0,0.3,0.3,0.8,1.0,,goldivl01
536,David Roddy,24,DEN,PF,2,0,6.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.5,1.5,2.0,1.0,0.5,0.0,0.0,1.0,1.0,,roddyda01
537,Hunter Sallis,22,PHI,SG,7,0,3.7,0.4,0.7,.600,0.0,0.0,,0.4,0.7,.600,.600,0.1,0.3,.500,0.0,0.1,0.1,0.6,0.0,0.1,0.7,0.3,1.0,,sallihu01
538,Dario Šarić,31,SAC,C,5,0,8.2,0.2,1.2,.167,0.2,0.6,.333,0.0,0.6,.000,.250,0.4,0.4,1.000,0.2,1.0,1.2,0.4,0.0,0.0,0.4,0.6,1.0,,saricda01
539,Stanley Umude,26,SAS,SG,2,0,3.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,,umudest01
540,Johni Broome,23,PHI,C,11,0,5.0,0.4,2.2,.167,0.0,0.5,.000,0.4,1.7,.211,.167,0.2,0.5,.333,0.6,0.8,1.5,0.4,0.3,0.2,0.3,0.6,0.9,,broomjo01
541,Bismack Biyombo,33,SAS,C,19,1,5.7,0.3,0.5,.667,0.0,0.0,,0.3,0.5,.667,.667,0.2,0.3,.800,0.2,0.6,0.8,0.3,0.2,0.1,0.3,1.1,0.8,,biyombi01
542,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.3,0.3,1.000,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,,nfalyda01
543,Trey Jemison,26,NYK,C,11,0,5.5,0.4,0.6,.571,0.0,0.0,,0.4,0.6,.571,.571,0.1,0.1,1.000,0.7,0.7,1.5,0.3,0.1,0.2,0.5,0.8,0.8,,jemistr01
544,Drew Peterson,26,CHO,PF,6,0,10.7,0.3,2.7,.125,0.0,2.0,.000,0.3,0.7,.500,.125,0.2,0.3,.500,0.5,1.0,1.5,0.3,0.5,0.2,0.0,0.5,0.8,,peterdr01
545,John Tonje,24,BOS,SG,3,0,3.7,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.7,0.7,1.000,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,0.7,,tonjejo01
546,Joe Ingles,38,MIN,SF,22,0,4.1,0.2,0.4,.444,0.1,0.3,.333,0.1,0.1,.667,.556,0.1,0.1,1.000,0.0,0.3,0.3,0.9,0.3,0.0,0.4,0.3,0.5,,inglejo01
547,Garrett Temple,39,TOR,SG,16,0,2.9,0.1,0.5,.125,0.1,0.4,.167,0.0,0.1,.000,.188,0.3,0.4,.667,0.1,0.3,0.3,0.3,0.2,0.1,0.2,0.2,0.4,,templga01
548,Chris Mañon,24,LAL,SG,6,0,4.2,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.3,1.000,0.2,0.8,1.0,0.2,0.5,0.3,0.2,0.8,0.3,,manonch01
549,Jahmyl Telfort,24,LAC,PF,8,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.1,0.5,.250,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,,telfoja01
550,Darius Brown II,26,CLE,SG,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,brownda04
551,Noa Essengue,19,CHI,PF,2,0,3.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,,essenno01
552,Tosan Evbuomwan,24,NYK,SF,5,0,1.6,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,,evbuoto01
553,Enrique Freeman,25,MIN,PF,2,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.5,0.0,0.0,0.0,,freemen01
554,Chucky Hepburn,22,TOR,PG,2,0,6.5,0.0,3.0,.000,0.0,2.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,,hepbuch01
555,Trevor Keels,22,MIA,SG,4,0,1.3,0.0,1.0,.000,0.0,0.8,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,keelstr01
556,John Poulakidas,22,DAL,SG,1,0,14.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,,poulajo01
557,Max Shulga,23,BOS,SG,3,0,1.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,,shulgma01
558,Tyler Smith,21,DAL,PF,1,0,6.0,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,smithty02
,League Average,,,,,,,,,.469,,,.358,,,.548,.543,,,.783,,,,,,,,,,,-9999
