Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
303,Aaron Gordon,30,DEN,PF,26,23,714,19.6,.617,.384,.407,6.1,18.5,12.6,13.4,1.2,0.6,6.7,22.9,1.9,0.5,2.4,.161,3.3,-1.2,2.1,0.7,,gordoaa01
304,Justin Edwards,22,PHI,SF,49,6,713,10.7,.554,.609,.135,3.5,8.5,6.0,11.7,2.6,1.1,11.0,14.6,0.5,0.6,1.1,.074,-2.4,0.5,-1.9,0.0,,edwarju01
305,Trendon Watford,25,PHI,PF,43,7,711,12.7,.568,.184,.255,4.7,17.9,11.2,21.4,0.9,2.4,17.2,16.9,0.5,0.6,1.1,.074,-2.1,0.2,-1.9,0.0,,watfotr01
306,Kenrich Williams,31,OKC,PF,45,2,710,14.3,.596,.455,.186,6.8,15.1,11.1,12.3,1.6,0.7,12.0,17.3,0.9,1.2,2.1,.141,0.3,0.5,0.8,0.5,,willike04
307,Micah Peavy,24,NOP,SG,51,1,704,8.0,.439,.400,.076,5.8,8.5,7.1,8.9,2.1,0.8,5.7,14.6,-0.2,0.3,0.2,.011,-4.5,-1.1,-5.6,-0.6,,peavymi01
308,Jabari Walker,23,PHI,PF,56,6,701,12.3,.565,.454,.311,9.9,18.0,13.9,5.7,1.5,1.6,10.1,15.0,0.8,0.7,1.5,.100,-2.1,-0.7,-2.8,-0.1,,walkeja01
309,Dwight Powell,34,DAL,C,50,8,696,12.6,.703,.038,1.063,11.4,17.7,14.6,8.6,1.7,2.1,20.9,9.0,1.2,0.8,2.0,.140,-2.8,1.5,-1.3,0.1,,poweldw01
310,Gabe Vincent,29,2TM,PG,38,7,677,6.4,.511,.802,.072,2.0,4.2,3.1,10.1,1.4,0.3,8.0,11.9,0.2,0.3,0.5,.035,-3.7,-0.8,-4.5,-0.4,,vincega01
310,Gabe Vincent,29,LAL,PG,29,7,559,5.5,.512,.792,.085,1.5,4.1,2.8,8.3,1.2,0.2,8.2,11.4,0.1,0.2,0.3,.025,-3.9,-1.0,-5.0,-0.4,,vincega01
310,Gabe Vincent,29,ATL,PG,9,0,118,10.3,.507,.838,.027,4.5,4.6,4.6,18.5,2.0,0.8,7.4,14.3,0.1,0.1,0.2,.081,-2.5,0.2,-2.3,0.0,,vincega01
311,Julian Strawther,23,DEN,SG,44,12,672,12.2,.584,.481,.251,1.8,12.5,7.4,9.3,1.5,0.6,9.5,19.0,0.5,0.4,0.9,.066,-1.7,-1.0,-2.6,-0.1,,strawju01
312,Jaden Ivey,23,2TM,SG,37,5,670,13.1,.571,.523,.184,4.0,10.9,7.5,14.0,1.6,2.0,12.9,19.7,0.5,0.8,1.4,.097,-0.2,0.1,0.0,0.3,,iveyja01
312,Jaden Ivey,23,DET,SG,33,2,555,12.7,.570,.514,.173,3.8,10.5,7.2,13.1,1.3,2.2,12.9,20.2,0.4,0.7,1.1,.093,0.0,0.0,0.0,0.3,,iveyja01
312,Jaden Ivey,23,CHI,SG,4,3,115,15.0,.576,.583,.250,4.7,12.8,8.8,18.7,3.3,1.5,13.1,16.8,0.1,0.1,0.3,.113,-0.8,0.7,-0.1,0.1,,iveyja01
313,Tyler Kolek,24,NYK,PG,55,1,662,11.5,.513,.454,.079,2.5,12.9,7.7,31.5,1.4,0.5,18.3,18.6,0.3,0.7,1.0,.074,-1.4,0.1,-1.4,0.1,,kolekty01
314,Micah Potter,27,IND,C,34,3,647,16.3,.664,.588,.343,6.5,20.1,13.0,11.2,1.1,1.6,11.7,17.4,1.3,0.5,1.8,.133,1.0,-0.8,0.2,0.4,,pottemi01
315,Johnny Furphy,21,IND,SG,35,21,643,9.3,.547,.477,.235,5.2,21.1,12.9,8.8,1.5,0.9,15.0,12.7,0.0,0.6,0.5,.039,-3.9,0.1,-3.8,-0.3,,furphjo01
316,Paul Reed,26,DET,C,49,8,634,23.1,.635,.131,.306,17.5,20.1,18.8,12.3,3.3,6.3,14.8,19.9,1.4,1.5,2.9,.220,1.7,2.7,4.3,1.0,,reedpa01
317,Noah Penda,21,ORL,SF,46,2,632,12.6,.525,.429,.263,11.0,18.7,14.8,11.7,1.9,2.4,15.2,15.5,0.3,0.9,1.2,.088,-1.5,0.5,-1.0,0.1,,pendano01
318,Kobe Brown,26,2TM,PF,48,3,631,10.6,.544,.494,.264,8.2,13.9,11.1,9.5,1.2,1.1,14.6,16.0,0.2,0.4,0.6,.045,-2.5,-1.6,-4.1,-0.3,,brownko01
318,Kobe Brown,26,LAC,PF,34,0,295,11.2,.524,.583,.310,7.3,13.4,10.5,12.7,1.5,0.6,13.6,16.6,0.1,0.2,0.3,.056,-1.2,-1.1,-2.2,0.0,,brownko01
318,Kobe Brown,26,IND,PF,14,3,336,10.0,.562,.415,.223,9.0,14.4,11.6,6.7,0.8,1.5,15.5,15.4,0.1,0.2,0.3,.036,-3.6,-2.1,-5.7,-0.3,,brownko01
319,Ousmane Dieng,22,2TM,C,42,7,630,10.6,.536,.552,.080,3.2,14.2,8.9,13.7,0.9,2.0,10.7,16.2,0.2,0.7,0.9,.065,-1.4,-0.2,-1.6,0.1,,diengou01
319,Ousmane Dieng,22,OKC,C,27,0,295,10.1,.534,.538,.066,3.1,12.0,7.7,12.6,0.3,2.3,7.9,14.9,0.2,0.4,0.6,.096,-1.5,0.1,-1.5,0.0,,diengou01
319,Ousmane Dieng,22,MIL,C,15,7,335,11.1,.538,.564,.091,3.4,16.2,9.9,14.6,1.5,1.8,12.9,17.4,0.0,0.3,0.3,.038,-1.3,-0.4,-1.8,0.0,,diengou01
320,Rob Dillingham,21,2TM,PG,50,0,627,6.8,.421,.267,.141,2.6,12.6,7.7,23.6,2.6,0.4,18.9,22.4,-1.5,0.7,-0.8,-0.062,-7.1,-0.4,-7.5,-0.9,,dilliro01
320,Rob Dillingham,21,MIN,PG,35,0,326,6.1,.404,.234,.142,1.7,12.0,7.0,24.0,2.8,0.8,19.4,24.1,-1.0,0.4,-0.5,-0.080,-7.9,-0.4,-8.3,-0.5,,dilliro01
320,Rob Dillingham,21,CHI,PG,15,0,301,7.7,.442,.307,.140,3.6,13.3,8.5,23.2,2.4,0.0,18.2,20.7,-0.5,0.2,-0.3,-0.043,-6.3,-0.3,-6.6,-0.3,,dilliro01
321,Anthony Davis,32,DAL,PF,20,20,626,21.7,.551,.111,.243,10.7,26.3,18.7,15.1,1.7,4.4,10.0,27.6,0.4,1.0,1.4,.110,1.5,0.9,2.4,0.7,,davisan02
322,Josh Minott,23,2TM,PF,40,10,626,15.6,.649,.587,.234,7.8,15.2,11.5,8.1,2.5,2.5,13.6,14.8,1.1,0.9,2.0,.153,0.9,1.1,2.0,0.6,,minotjo01
322,Josh Minott,23,BOS,PF,33,10,526,15.7,.651,.566,.191,8.4,16.0,12.3,8.4,2.3,2.3,11.9,13.8,1.1,0.8,1.9,.172,0.9,1.3,2.2,0.6,,minotjo01
322,Josh Minott,23,BRK,SF,7,0,100,15.2,.640,.677,.419,4.5,10.9,7.6,6.3,3.5,3.7,19.7,19.9,0.0,0.1,0.1,.051,1.0,0.0,1.0,0.1,,minotjo01
323,Jaden Hardy,23,2TM,SG,44,4,625,10.5,.546,.594,.208,2.2,9.1,5.7,8.8,0.8,0.6,11.5,25.0,-0.3,0.2,-0.1,-0.009,-2.2,-2.8,-5.0,-0.5,,hardyja02
323,Jaden Hardy,23,DAL,SG,34,4,428,10.8,.551,.639,.206,2.8,8.7,5.8,10.0,1.0,0.4,11.3,23.4,-0.1,0.3,0.2,.018,-2.0,-1.9,-3.8,-0.2,,hardyja02
323,Jaden Hardy,23,WAS,SG,10,0,197,9.9,.537,.514,.211,1.1,9.8,5.4,6.4,0.5,0.9,11.8,28.6,-0.2,0.0,-0.3,-0.069,-2.7,-4.9,-7.7,-0.3,,hardyja02
324,Tre Mann,24,CHO,PG,43,1,624,8.3,.462,.520,.090,3.7,12.2,8.0,19.2,1.7,0.7,14.7,23.0,-0.7,0.6,-0.1,-0.005,-4.2,-1.0,-5.2,-0.5,,manntr01
325,Jalen Wilson,25,BRK,PF,44,0,618,7.9,.539,.639,.267,1.4,12.0,6.5,6.6,1.4,0.3,10.1,16.7,-0.1,0.2,0.1,.008,-3.7,-2.0,-5.6,-0.6,,wilsoja03
326,Dylan Cardwell,24,SAC,C,29,1,616,15.5,.602,.009,.357,15.9,24.6,20.1,7.8,1.7,6.9,15.6,10.6,0.9,0.7,1.6,.126,-2.7,1.0,-1.7,0.0,,cardwdy01
327,Jamir Watkins,24,WAS,SG,33,4,615,10.4,.545,.540,.233,5.1,14.4,9.7,6.8,2.1,2.3,9.1,13.4,0.3,0.3,0.6,.047,-3.8,-0.6,-4.5,-0.4,,watkija01
328,Tyler Herro,26,MIA,SG,20,15,612,19.1,.620,.392,.222,1.8,13.4,7.6,18.9,1.2,1.0,9.7,26.0,1.1,0.7,1.8,.143,3.7,0.1,3.8,0.9,,herroty01
329,Quenton Jackson,27,IND,PG,35,10,609,14.2,.593,.396,.401,3.4,10.3,6.7,19.7,1.6,0.8,12.7,20.3,0.7,0.4,1.1,.084,-1.0,-0.6,-1.6,0.1,,jacksqu01
330,Javon Small,23,MEM,PG,32,5,607,16.6,.596,.474,.325,4.6,12.4,8.5,27.9,2.0,1.2,13.7,18.9,1.2,0.5,1.7,.135,1.7,-0.5,1.2,0.5,,smallja01
331,Nick Richards,28,2TM,C,43,3,607,12.3,.566,.076,.520,12.3,25.2,18.7,3.4,0.8,4.6,20.4,18.4,-0.2,0.8,0.6,.045,-5.0,-1.0,-6.0,-0.6,,richani01
331,Nick Richards,28,PHO,C,28,2,254,11.5,.534,.000,.394,14.8,25.2,19.8,4.4,0.8,5.3,23.1,18.1,-0.2,0.4,0.2,.039,-6.0,-0.9,-6.9,-0.3,,richani01
331,Nick Richards,28,CHI,C,15,1,353,12.9,.587,.130,.610,10.4,25.3,18.0,2.7,0.8,4.2,18.6,18.6,0.0,0.4,0.4,.049,-4.3,-1.1,-5.4,-0.3,,richani01
332,Kevin Love,37,UTA,PF,36,5,598,15.2,.575,.710,.218,9.5,29.3,19.2,15.0,1.1,1.5,12.1,16.6,0.8,0.3,1.2,.096,1.3,-0.8,0.5,0.4,,loveke01
333,Gary Harris,31,MIL,SG,42,2,582,7.7,.598,.651,.108,2.5,8.2,5.4,9.6,1.9,1.2,15.5,7.8,0.4,0.3,0.7,.058,-3.4,0.9,-2.5,-0.1,,harriga01
334,Jonathan Kuminga,23,2TM,PF,24,14,575,14.5,.571,.271,.402,7.1,21.4,14.1,16.1,1.1,1.1,17.2,23.9,0.1,0.6,0.7,.057,-1.5,-0.7,-2.2,0.0,,kuminjo01
334,Jonathan Kuminga,23,GSW,PF,20,13,476,12.5,.543,.273,.340,6.6,20.6,13.4,15.8,0.8,1.2,17.1,23.9,-0.2,0.5,0.3,.026,-2.5,-1.2,-3.6,-0.2,,kuminjo01
334,Jonathan Kuminga,23,ATL,PF,4,1,99,24.0,.711,.257,.743,9.7,25.3,17.4,17.7,2.4,0.9,17.7,23.8,0.3,0.2,0.4,.206,3.3,1.6,4.8,0.2,,kuminjo01
335,Tidjane Salaün,20,CHO,PF,36,0,571,13.1,.632,.525,.253,5.2,23.9,14.7,6.7,1.4,1.1,12.5,14.8,0.7,0.7,1.4,.116,-1.0,0.3,-0.7,0.2,,salauti01
336,Ja Morant,26,MEM,PG,20,20,569,16.7,.521,.264,.363,1.5,10.9,6.2,44.5,1.7,1.0,16.0,32.4,0.1,0.4,0.5,.039,0.5,-2.0,-1.5,0.1,,moranja01
337,Zeke Nnaji,25,DEN,PF,46,3,566,10.7,.566,.350,.321,6.3,17.9,12.4,5.5,1.4,3.4,13.8,14.0,0.2,0.6,0.8,.067,-3.3,-0.1,-3.5,-0.2,,nnajize01
338,Kyle Anderson,32,3TM,SF,29,3,566,13.8,.606,.044,.394,4.4,14.2,9.2,18.2,2.5,2.7,14.4,13.7,0.7,0.4,1.2,.099,-1.4,1.0,-0.4,0.2,,anderky01
338,Kyle Anderson,32,UTA,SF,20,0,401,14.3,.565,.046,.349,5.1,13.0,9.0,21.0,2.7,2.5,11.9,14.7,0.5,0.2,0.7,.090,-0.9,0.7,-0.2,0.2,,anderky01
338,Kyle Anderson,32,MEM,SF,4,3,89,15.1,.821,.053,.421,3.6,13.5,8.5,4.8,3.2,4.1,23.7,13.7,0.1,0.1,0.2,.115,-2.5,1.5,-1.0,0.0,,anderky01
338,Kyle Anderson,32,MIN,SF,5,0,76,9.5,.639,.000,.889,1.5,21.4,11.6,19.2,0.6,2.3,19.3,8.6,0.1,0.1,0.2,.129,-2.8,2.0,-0.7,0.0,,anderky01
339,Domantas Sabonis,29,SAC,C,19,15,564,19.2,.590,.122,.348,12.2,30.9,21.3,21.4,1.5,0.6,16.7,23.0,0.7,0.5,1.1,.096,0.7,-0.2,0.5,0.4,,sabondo01
340,Aaron Holiday,29,HOU,PG,43,1,558,9.6,.546,.635,.188,1.4,6.1,3.8,9.8,1.7,0.7,10.5,18.0,0.4,0.5,0.9,.078,-2.9,-0.4,-3.2,-0.2,,holidaa01
341,Carter Bryant,20,SAS,PF,55,0,553,9.2,.500,.596,.130,5.2,18.4,11.9,5.5,1.0,2.2,8.9,17.1,-0.2,0.8,0.6,.054,-3.4,-0.5,-3.9,-0.3,,bryanca01
342,Thomas Bryant,28,CLE,C,49,0,552,17.6,.615,.517,.268,8.7,21.1,14.9,7.3,1.2,3.9,7.7,18.9,1.2,0.8,1.9,.167,0.9,-0.4,0.5,0.3,,bryanth01
343,Drew Eubanks,28,SAC,C,42,11,552,13.6,.605,.045,.365,7.6,18.3,12.8,5.0,1.3,4.3,14.2,16.2,0.3,0.3,0.6,.054,-3.0,-0.8,-3.8,-0.3,,eubandr01
344,Jett Howard,22,ORL,SF,44,0,544,11.5,.552,.589,.183,3.6,11.5,7.5,10.2,0.6,1.6,5.3,17.6,0.6,0.5,1.0,.091,-1.0,-1.0,-2.0,0.0,,howarje01
345,Jevon Carter,30,2TM,PG,36,0,536,10.6,.531,.746,.088,1.6,9.3,5.5,14.1,2.0,1.5,9.9,17.5,0.0,0.5,0.5,.047,-1.6,0.1,-1.5,0.1,,carteje01
345,Jevon Carter,30,CHI,PG,23,0,254,12.5,.577,.757,.097,2.1,8.7,5.5,10.5,2.4,0.7,9.3,19.6,0.1,0.2,0.3,.059,-0.6,-0.3,-0.9,0.1,,carteje01
345,Jevon Carter,30,ORL,PG,13,0,282,8.9,.478,.733,.078,1.2,9.9,5.5,17.4,1.5,2.2,10.6,15.7,-0.1,0.3,0.2,.036,-2.5,0.4,-2.0,0.0,,carteje01
346,Ben Saraf,19,BRK,SG,30,6,532,6.0,.471,.385,.318,1.7,8.2,4.8,24.6,1.9,0.9,26.2,18.7,-1.0,0.2,-0.8,-0.072,-6.1,-1.9,-8.0,-0.8,,sarafbe01
347,Dorian Finney-Smith,32,HOU,PF,30,1,529,4.9,.435,.766,.047,5.9,10.9,8.5,6.3,1.3,0.9,14.2,10.1,-0.1,0.5,0.4,.033,-5.0,-0.1,-5.1,-0.4,,finnedo01
348,Cole Anthony,25,MIL,PG,35,0,527,10.8,.483,.312,.113,3.4,14.9,9.3,34.5,1.9,2.1,21.1,25.8,-0.9,0.5,-0.4,-0.039,-3.9,-0.9,-4.8,-0.4,,anthoco01
349,Jonathan Isaac,28,ORL,PF,52,0,521,11.7,.498,.349,.532,9.1,19.1,14.0,5.6,1.9,5.3,11.8,12.4,0.1,0.8,1.0,.088,-2.8,1.4,-1.5,0.1,,isaacjo01
350,Tristan Vukcevic,22,WAS,C,40,8,517,16.8,.578,.410,.343,5.3,19.4,12.2,14.1,1.5,4.8,14.9,26.0,0.1,0.3,0.5,.042,-0.5,-0.8,-1.2,0.1,,vukcetr01
351,Jamaree Bouyea,26,PHO,PG,34,0,516,14.5,.547,.343,.171,3.1,10.8,6.9,17.3,2.4,2.6,9.7,17.8,0.5,0.6,1.2,.108,-0.5,1.3,0.8,0.4,,bouyeja01
352,Jordan Hawkins,23,NOP,SG,42,0,515,4.8,.420,.567,.100,2.9,10.4,6.6,6.9,0.7,1.3,10.9,17.1,-0.8,0.1,-0.7,-0.067,-4.7,-3.2,-8.0,-0.8,,hawkijo01
353,Dalton Knecht,24,LAL,SF,48,1,509,9.4,.550,.580,.115,3.1,12.3,7.8,4.4,1.0,1.8,9.9,17.3,-0.1,0.3,0.3,.025,-2.6,-1.7,-4.3,-0.3,,knechda01
354,Jase Richardson,20,ORL,SG,44,0,507,10.7,.563,.436,.227,4.1,7.5,5.8,14.4,1.2,0.4,11.8,17.0,0.3,0.4,0.7,.069,-2.2,-1.1,-3.4,-0.2,,richaja02
355,Kristaps Porziņģis,30,2TM,C,21,13,496,20.3,.581,.407,.372,5.4,16.8,11.0,17.2,1.0,5.3,6.5,27.1,1.0,0.6,1.6,.158,2.3,0.9,3.2,0.7,,porzikr01
355,Kristaps Porziņģis,30,ATL,C,17,12,413,20.6,.592,.410,.386,5.4,17.4,11.3,16.7,1.0,4.8,6.1,26.4,1.0,0.5,1.5,.171,2.7,0.8,3.5,0.6,,porzikr01
355,Kristaps Porziņģis,30,GSW,C,4,1,83,18.6,.531,.396,.313,5.2,13.4,9.2,19.7,1.2,7.7,8.4,30.4,0.1,0.1,0.2,.092,0.4,1.5,1.9,0.1,,porzikr01
356,D'Angelo Russell,29,DAL,PG,26,3,495,12.5,.511,.483,.259,1.8,11.1,6.5,31.3,1.1,0.3,15.9,26.1,-0.3,0.4,0.0,.002,-0.7,-1.6,-2.4,0.0,,russeda01
357,Anthony Gill,33,WAS,PF,38,1,490,12.4,.642,.236,.191,7.1,12.5,9.8,10.1,1.5,2.2,15.0,11.9,0.6,0.1,0.7,.071,-2.1,-1.3,-3.4,-0.2,,gillan01
358,Mohamed Diawara,20,NYK,SF,57,6,488,10.8,.562,.614,.070,2.9,14.8,8.8,10.1,1.4,1.2,11.5,17.4,0.2,0.6,0.8,.078,-1.5,0.3,-1.2,0.1,,diawamo01
359,Keaton Wallace,26,ATL,PG,45,2,473,10.6,.533,.593,.097,0.7,10.4,5.5,22.4,2.1,1.0,13.2,15.3,0.2,0.5,0.7,.069,-2.6,0.3,-2.3,0.0,,wallake01
360,Dalen Terry,23,2TM,SG,41,0,472,11.9,.532,.450,.194,4.8,12.6,8.7,16.1,2.6,2.6,14.6,14.6,0.1,0.5,0.6,.066,-2.0,1.0,-1.0,0.1,,terryda01
360,Dalen Terry,23,CHI,SG,34,0,377,11.7,.539,.451,.167,5.5,12.5,9.0,15.1,2.8,2.5,16.1,14.6,0.1,0.4,0.5,.061,-2.4,1.1,-1.3,0.1,,terryda01
360,Dalen Terry,23,PHI,SG,7,0,95,12.5,.508,.444,.296,2.3,13.1,7.6,20.0,2.0,3.0,8.9,14.9,0.1,0.1,0.2,.087,-0.7,0.6,-0.1,0.0,,terryda01
361,Jalen Green,23,PHO,SG,19,14,467,14.4,.508,.490,.161,1.6,13.7,7.5,17.6,2.5,0.2,11.9,33.6,-0.6,0.6,0.0,-0.002,-0.8,-1.0,-1.7,0.0,,greenja05
362,Grant Williams,27,CHO,PF,23,3,449,14.0,.617,.724,.301,7.7,15.5,11.7,13.2,1.2,1.4,12.6,15.0,0.9,0.4,1.3,.142,1.2,0.6,1.8,0.4,,willigr01
363,Trayce Jackson-Davis,25,2TM,C,44,1,449,16.9,.581,.009,.566,15.0,18.1,16.5,11.3,1.6,4.3,11.9,15.1,0.8,0.6,1.4,.149,-0.4,0.4,0.0,0.2,,jackstr02
363,Trayce Jackson-Davis,25,GSW,C,36,1,411,16.0,.601,.010,.510,12.3,17.6,14.9,11.0,1.5,4.2,12.6,14.7,0.7,0.5,1.2,.141,-1.0,0.6,-0.3,0.2,,jackstr02
363,Trayce Jackson-Davis,25,TOR,C,8,0,38,27.0,.430,.000,1.091,43.6,24.0,34.0,13.7,2.6,5.1,5.8,19.5,0.1,0.1,0.2,.241,5.5,-2.2,3.3,0.1,,jackstr02
364,Asa Newell,20,ATL,PF,40,1,445,13.6,.628,.463,.168,8.8,10.8,9.8,6.3,1.6,2.6,11.6,17.0,0.5,0.5,0.9,.100,-1.4,-0.6,-2.0,0.0,,newelas01
365,Tyrese Proctor,21,CLE,PG,42,1,436,10.3,.530,.605,.164,1.5,9.3,5.4,17.2,1.9,0.0,12.5,20.9,0.1,0.4,0.4,.049,-3.1,-0.6,-3.7,-0.2,,proctty01
366,Kam Jones,23,IND,SG,27,7,436,8.1,.494,.448,.069,2.2,7.7,4.8,23.6,1.4,0.0,17.3,14.0,-0.1,0.2,0.1,.006,-4.3,-1.9,-6.2,-0.5,,joneska03
367,Ariel Hukporti,23,NYK,C,48,4,430,10.7,.608,.067,.467,11.5,23.0,17.2,6.9,0.9,5.4,27.2,9.8,0.2,0.7,0.9,.105,-4.1,1.7,-2.4,0.0,,hukpoar01
368,Amir Coffey,28,2TM,SG,41,2,427,10.3,.593,.441,.301,4.4,8.9,6.7,6.9,0.9,0.9,4.5,11.2,0.6,0.2,0.8,.091,-2.2,-1.0,-3.2,-0.1,,coffeam01
368,Amir Coffey,28,MIL,SG,30,2,265,8.4,.584,.455,.273,2.6,8.4,5.5,5.5,0.6,1.1,6.1,11.0,0.2,0.1,0.3,.052,-3.3,-2.0,-5.3,-0.2,,coffeam01
368,Amir Coffey,28,PHO,SG,11,0,162,13.3,.606,.421,.342,7.3,9.9,8.5,9.3,1.5,0.6,2.2,11.7,0.4,0.1,0.5,.154,-0.4,0.6,0.1,0.1,,coffeam01
369,Moussa Cisse,23,DAL,C,34,1,425,14.7,.567,.000,.795,17.1,24.1,20.7,2.5,1.3,7.3,18.2,13.5,0.2,0.7,1.0,.108,-4.1,1.0,-3.0,-0.1,,cissemo01
370,Yanic Konan Niederhäuser,22,LAC,C,41,0,424,16.4,.691,.050,.620,10.5,21.3,16.1,4.2,0.6,6.7,15.3,15.7,0.8,0.5,1.3,.152,-2.5,0.4,-2.1,0.0,,konanya01
371,Daeqwon Plowden,27,SAC,SG,18,2,424,9.3,.524,.632,.192,5.1,10.0,7.5,6.0,1.0,0.9,5.6,14.4,0.3,0.0,0.3,.032,-3.2,-2.4,-5.6,-0.4,,plowdda01
372,Jahmai Mashack,23,MEM,SG,23,3,423,7.5,.455,.400,.142,4.1,7.7,5.9,9.4,3.1,2.4,14.1,14.5,-0.4,0.4,0.0,.000,-5.6,0.2,-5.4,-0.4,,mashaja01
373,Jamison Battle,24,TOR,SF,49,2,418,9.9,.633,.596,.083,4.5,15.0,9.7,5.8,0.7,0.5,12.4,13.2,0.3,0.4,0.7,.078,-2.0,-0.9,-2.9,-0.1,,battlja01
374,Ethan Thompson,26,IND,SG,24,6,417,7.0,.482,.625,.142,3.0,8.6,5.7,11.6,1.7,1.2,11.2,14.6,-0.2,0.3,0.0,.004,-4.6,-0.1,-4.7,-0.3,,thompet01
375,Tony Bradley,28,IND,C,38,3,416,13.1,.604,.019,.406,14.1,13.8,13.9,7.0,0.7,1.4,12.0,14.4,0.7,0.2,0.9,.104,-2.5,-1.6,-4.1,-0.2,,bradlto01
376,Jeremy Sochan,22,2TM,PF,38,0,411,10.2,.534,.342,.162,7.5,14.7,11.1,10.5,1.8,1.3,14.4,14.3,0.1,0.6,0.7,.085,-3.4,0.9,-2.5,-0.1,,sochaje01
376,Jeremy Sochan,22,SAS,PF,28,0,358,9.8,.538,.354,.162,8.0,13.8,10.9,10.3,1.3,1.2,14.5,14.6,0.1,0.5,0.6,.081,-3.5,0.4,-3.1,-0.1,,sochaje01
376,Jeremy Sochan,22,NYK,PF,10,0,53,13.2,.505,.250,.167,4.1,20.9,12.5,12.2,4.6,1.9,13.4,11.9,0.0,0.1,0.1,.118,-3.0,4.4,1.4,0.0,,sochaje01
377,Cam Christie,20,LAC,SG,44,0,410,9.2,.491,.390,.373,4.4,14.1,9.4,8.8,1.3,0.7,11.0,16.7,-0.1,0.3,0.2,.021,-3.2,-1.3,-4.5,-0.3,,chrisca02
378,Rasheer Fleming,21,PHO,PF,41,0,410,11.2,.520,.595,.130,11.0,11.1,11.1,3.4,1.3,2.8,9.2,15.8,0.2,0.4,0.6,.072,-2.0,-1.5,-3.4,-0.1,,flemira01
379,Bogdan Bogdanović,33,LAC,SG,18,3,389,8.3,.500,.609,.180,1.9,13.7,7.9,17.4,1.3,0.2,14.8,18.5,-0.2,0.3,0.1,.009,-2.9,-0.7,-3.7,-0.2,,bogdabo01
380,Devin Carter,23,SAC,PG,27,2,386,13.9,.491,.378,.311,6.1,14.3,10.1,21.4,2.7,1.2,13.5,23.7,-0.2,0.3,0.1,.011,-2.0,-0.5,-2.5,0.0,,cartede02
381,Maxi Kleber,34,LAL,PF,35,1,383,8.5,.545,.367,.367,8.5,11.9,10.2,7.2,1.7,2.4,15.7,9.4,0.2,0.3,0.6,.072,-3.8,0.4,-3.4,-0.1,,klebima01
382,Branden Carlson,26,OKC,C,35,2,376,15.9,.601,.455,.127,7.2,18.8,13.2,8.0,0.8,4.7,8.4,17.8,0.5,0.7,1.2,.152,-0.2,0.2,0.0,0.2,,carlsbr01
383,Julian Phillips,22,2TM,SF,42,2,364,10.4,.550,.541,.173,6.5,6.9,6.7,2.9,2.7,1.7,7.0,13.1,0.2,0.3,0.5,.070,-2.4,0.4,-2.0,0.0,,phillju01
383,Julian Phillips,22,CHI,SF,35,2,334,9.4,.533,.557,.125,7.1,6.9,7.0,2.7,2.4,1.6,7.0,12.6,0.1,0.3,0.4,.055,-2.8,0.0,-2.8,-0.1,,phillju01
383,Julian Phillips,22,MIN,SF,7,0,30,22.1,.672,.400,.600,0.0,7.2,3.7,4.6,6.4,2.9,7.3,19.2,0.1,0.1,0.1,.229,2.8,4.9,7.7,0.1,,phillju01
384,Sharife Cooper,24,WAS,PG,24,0,361,12.0,.588,.307,.283,2.9,10.7,6.8,22.5,1.1,0.5,19.2,20.4,0.1,0.0,0.1,.013,-2.5,-2.9,-5.4,-0.3,,coopesh01
385,Jeremiah Robinson-Earl,25,2TM,PF,22,3,361,9.4,.468,.410,.180,10.5,20.6,15.4,5.7,1.2,0.2,10.0,14.0,0.0,0.3,0.2,.033,-3.5,-1.7,-5.2,-0.3,,robinje02
385,Jeremiah Robinson-Earl,25,IND,PF,17,3,300,8.7,.443,.398,.169,11.1,20.9,15.9,5.4,1.1,0.3,10.1,14.0,-0.1,0.2,0.1,.019,-3.5,-1.8,-5.4,-0.3,,robinje02
385,Jeremiah Robinson-Earl,25,DAL,PF,5,0,61,13.0,.586,.471,.235,7.1,18.6,13.0,6.7,1.6,0.0,9.6,14.3,0.1,0.1,0.1,.103,-3.0,-1.0,-4.0,0.0,,robinje02
386,Pete Nance,25,MIL,PF,32,0,360,13.5,.697,.606,.000,4.4,15.7,10.1,7.6,1.2,1.4,13.3,14.7,0.4,0.2,0.7,.091,-0.1,-1.0,-1.1,0.1,,nancepe01
387,Cam Whitmore,21,WAS,SF,21,0,354,13.8,.528,.331,.183,5.6,11.9,8.7,6.6,2.0,2.0,9.0,23.6,-0.1,0.1,0.0,.004,-1.1,-2.1,-3.2,-0.1,,whitmca01
388,Larry Nance Jr.,33,CLE,PF,29,2,353,8.7,.479,.536,.052,7.7,15.6,11.6,9.7,2.0,1.1,11.6,13.3,0.0,0.4,0.5,.064,-4.1,0.6,-3.5,-0.1,,nancela02
389,Scoot Henderson,21,POR,PG,15,3,350,12.5,.562,.524,.317,3.3,10.0,6.6,27.2,0.7,1.3,19.1,26.7,0.1,0.2,0.3,.037,-1.4,-2.3,-3.6,-0.1,,hendesc01
